LOC124905335_1	XR_007068557.1_1	1	1	15080	21429	LOC124905335
KCNN3	NM_001365837.1	1	-1	153834575	154007408	KCNN3
KCNN3	NM_001365838.1	1	-1	153834575	154007408	KCNN3
LOC124904429	XR_007066637.1	1	1	153866023	153866542	LOC124904429
LOC124904429	XR_007066638.1	1	1	153866023	153866542	LOC124904429
LOC105371449	XR_001738239.2	1	-1	154050537	154060994	LOC105371449
PMVK	NM_001323011.3	1	-1	154064101	154076080	PMVK
PMVK	NM_001348696.2	1	-1	154064101	154076080	PMVK
PMVK	NM_006556.4	1	-1	154064101	154076080	PMVK
PMVK	NM_001323012.3	1	-1	154064101	154082019	PMVK
PBXIP1	NM_001317734.2	1	-1	154083441	154095460	PBXIP1
PBXIP1	NM_001317735.2	1	-1	154083441	154095460	PBXIP1
PBXIP1	NM_020524.4	1	-1	154083441	154095460	PBXIP1
PYGO2	NM_138300.4	1	-1	154096387	154101143	PYGO2
LOC101928120	NR_171036.1	1	1	154100899	154101984	LOC101928120
SHC1	NM_001130040.2	1	-1	154101659	154110108	SHC1
SHC1	NM_183001.5	1	-1	154101659	154110108	SHC1
SHC1	XM_011509892.4	1	-1	154101659	154110108	SHC1
SHC1	XM_011509893.4	1	-1	154101659	154110108	SHC1
SHC1	XM_011509894.4	1	-1	154101659	154110108	SHC1
SHC1	XM_017002081.3	1	-1	154101659	154110108	SHC1
SHC1	XM_047427960.1	1	-1	154101659	154110108	SHC1
SHC1	XM_047427961.1	1	-1	154101659	154110108	SHC1
SHC1	XM_047427962.1	1	-1	154101659	154110108	SHC1
SHC1	XM_047427963.1	1	-1	154101659	154110108	SHC1
SHC1	XM_047427964.1	1	-1	154101659	154110108	SHC1
SHC1	NM_001130041.2	1	-1	154101659	154113737	SHC1
SHC1	NM_001202859.2	1	-1	154101659	154113737	SHC1
SHC1	NM_003029.5	1	-1	154101659	154113737	SHC1
SHC1	XM_011509897.2	1	-1	154101659	154113737	SHC1
SHC1	XM_017002083.2	1	-1	154101659	154113737	SHC1
SHC1	XM_047427958.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427959.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427970.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427971.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427972.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427973.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427974.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427975.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427978.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427982.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427983.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427984.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427986.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427988.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427989.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427991.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427992.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427993.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427994.1	1	-1	154101659	154113737	SHC1
SHC1	XM_047427995.1	1	-1	154101659	154113737	SHC1
SHC1	XM_005245449.6	1	-1	154104647	154110108	SHC1
SHC1	XM_005245451.5	1	-1	154104650	154113737	SHC1
SHC1	XM_011509898.3	1	-1	154104650	154113737	SHC1
SHC1	XM_047427967.1	1	-1	154104650	154113737	SHC1
SHC1	XM_047427968.1	1	-1	154104650	154113737	SHC1
SHC1	XM_047427969.1	1	-1	154104650	154113737	SHC1
CKS1B	NM_001826.3	1	1	154114042	154118612	CKS1B
CKS1B	NR_024163.2	1	1	154114042	154118612	CKS1B
MIR4258	NR_036212.1	1	1	154115054	154115144	MIR4258
MIR4258	unassigned_transcript_182	1	1	154115064	154115080	MIR4258
FLAD1	NM_001184892.2	1	1	154122705	154128368	FLAD1
FLAD1	XM_047430945.1	1	1	154122705	154129884	FLAD1
FLAD1	XM_047430940.1	1	1	154122705	154132127	FLAD1
FLAD1	NM_001184891.2	1	1	154122705	154132467	FLAD1
FLAD1	NM_025207.5	1	1	154122705	154132467	FLAD1
FLAD1	NM_201398.3	1	1	154122705	154132467	FLAD1
FLAD1	XM_047430941.1	1	1	154122705	154132467	FLAD1
LENEP	NM_001394530.1	1	1	154132942	154133671	LENEP
LENEP	NM_018655.3	1	1	154132942	154133677	LENEP
ZBTB7B	XM_047421851.1	1	1	154141112	154157896	ZBTB7B
ZBTB7B	NM_001377451.1	1	1	154142011	154157896	ZBTB7B
ZBTB7B	NM_001377452.1	1	1	154142011	154157896	ZBTB7B
ZBTB7B	NM_001377453.1	1	1	154142011	154157896	ZBTB7B
ZBTB7B	NM_001377454.1	1	1	154142011	154157896	ZBTB7B
ZBTB7B	NM_001377455.1	1	1	154142011	154157896	ZBTB7B
ZBTB7B	XM_006711359.3	1	1	154142011	154157896	ZBTB7B
ZBTB7B	NM_001252406.3	1	1	154142164	154157896	ZBTB7B
ZBTB7B	NM_001256455.2	1	1	154142164	154157896	ZBTB7B
ZBTB7B	XM_047421865.1	1	1	154142164	154157896	ZBTB7B
ZBTB7B	XM_047421871.1	1	1	154142164	154157896	ZBTB7B
ZBTB7B	XM_047421852.1	1	1	154147499	154157896	ZBTB7B
ZBTB7B	XM_047421858.1	1	1	154147499	154157896	ZBTB7B
ZBTB7B	XM_047421894.1	1	1	154147499	154157896	ZBTB7B
ZBTB7B	XM_011509599.3	1	1	154147956	154157896	ZBTB7B
ZBTB7B	XM_047421853.1	1	1	154147956	154157896	ZBTB7B
ZBTB7B	XM_047421854.1	1	1	154147956	154157896	ZBTB7B
ZBTB7B	XM_047421868.1	1	1	154147956	154157896	ZBTB7B
ZBTB7B	XM_047421876.1	1	1	154147956	154157896	ZBTB7B
ZBTB7B	XM_047421883.1	1	1	154147956	154157896	ZBTB7B
ZBTB7B	XM_017001399.2	1	1	154149823	154157896	ZBTB7B
ZBTB7B	XM_006711356.4	1	1	154149824	154157896	ZBTB7B
ZBTB7B	XM_047421863.1	1	1	154150939	154157896	ZBTB7B
DCST2	XM_011509189.3	1	-1	154157900	154170702	DCST2
DCST2	XM_047445576.1	1	-1	154157900	154172124	DCST2
DCST2	XM_011509188.3	1	-1	154157900	154172130	DCST2
DCST2	NM_144622.3	1	-1	154157900	154173157	DCST2
DCST2	XM_047445571.1	1	-1	154162743	154173157	DCST2
DCST1	NM_001143687.2	1	1	154173182	154190315	DCST1
DCST1	NM_152494.4	1	1	154173200	154190315	DCST1
DCST1-AS1	NR_040772.1	1	-1	154184567	154190550	DCST1-AS1
DCST1-AS1	NR_040773.1	1	-1	154184567	154203378	DCST1-AS1
ADAM15	NM_001261466.2	1	1	154190701	154198070	ADAM15
ADAM15	NM_001261464.2	1	1	154190701	154202162	ADAM15
ADAM15	NM_001261465.2	1	1	154190701	154202162	ADAM15
ADAM15	NM_003815.5	1	1	154190701	154202162	ADAM15
ADAM15	NM_207191.3	1	1	154190701	154202162	ADAM15
ADAM15	NM_207194.3	1	1	154190701	154202162	ADAM15
ADAM15	NM_207195.3	1	1	154190701	154202162	ADAM15
ADAM15	NM_207196.3	1	1	154190701	154202162	ADAM15
ADAM15	NM_207197.3	1	1	154190701	154202162	ADAM15
ADAM15	NR_048577.2	1	1	154190701	154202162	ADAM15
ADAM15	NR_048578.2	1	1	154190701	154202162	ADAM15
ADAM15	NR_048579.2	1	1	154190701	154202162	ADAM15
EFNA4	NM_005227.3	1	1	154203127	154208932	EFNA4
EFNA4	NM_182689.2	1	1	154203127	154208932	EFNA4
EFNA4	NM_182690.3	1	1	154203127	154208932	EFNA4
EFNA3	NM_004952.5	1	1	154218211	154226913	EFNA3
EFNA1	NM_004428.3	1	1	154267224	154274255	EFNA1
EFNA1	NM_182685.2	1	1	154267224	154274255	EFNA1
SLC50A1	NM_001287590.2	1	1	154274731	154278210	SLC50A1
SLC50A1	NM_001287591.2	1	1	154274731	154278210	SLC50A1
SLC50A1	NM_001287592.2	1	1	154274731	154278210	SLC50A1
SLC50A1	XM_005245342.4	1	1	154274731	154278210	SLC50A1
SLC50A1	XM_047425442.1	1	1	154274731	154278210	SLC50A1
SLC50A1	XM_047425443.1	1	1	154274731	154278210	SLC50A1
SLC50A1	XM_047425464.1	1	1	154274731	154278210	SLC50A1
SLC50A1	NM_001122837.2	1	1	154275208	154278210	SLC50A1
SLC50A1	NM_001122839.2	1	1	154275208	154278210	SLC50A1
SLC50A1	NM_001287586.2	1	1	154275208	154278210	SLC50A1
SLC50A1	NM_001287587.2	1	1	154275208	154278210	SLC50A1
SLC50A1	NM_001287588.2	1	1	154275208	154278210	SLC50A1
SLC50A1	NM_001287589.2	1	1	154275208	154278210	SLC50A1
SLC50A1	NM_018845.4	1	1	154275208	154278210	SLC50A1
SLC50A1	XM_006711453.3	1	1	154275208	154278210	SLC50A1
SLC50A1	XM_047425460.1	1	1	154275208	154278210	SLC50A1
SLC50A1	XM_047425465.1	1	1	154275208	154278210	SLC50A1
DPM3	NM_018973.4	1	-1	154279249	154279765	DPM3
DPM3	NM_153741.2	1	-1	154279249	154279889	DPM3
DPM3	XM_017001498.2	1	-1	154279249	154279889	DPM3
KRTCAP2	NM_173852.4	1	-1	154309025	154312920	KRTCAP2
TRIM46	NM_001282379.2	1	1	154313465	154320249	TRIM46
TRIM46	NR_104150.2	1	1	154313465	154320249	TRIM46
TRIM46	NM_001256599.2	1	1	154313465	154324586	TRIM46
TRIM46	NM_001282378.2	1	1	154313465	154324586	TRIM46
TRIM46	NM_025058.5	1	1	154313465	154324586	TRIM46
TRIM46	NR_046327.2	1	1	154313465	154324586	TRIM46
TRIM46	NR_046329.2	1	1	154314210	154324586	TRIM46
TRIM46	NM_001256601.1	1	1	154314370	154324587	TRIM46
MUC1	NM_001018016.3	1	-1	154325440	154331472	MUC1
MUC1	NM_001018017.3	1	-1	154325440	154331472	MUC1
MUC1	NM_001044390.3	1	-1	154325440	154331472	MUC1
MUC1	NM_001044391.3	1	-1	154325440	154331472	MUC1
MUC1	NM_001044392.3	1	-1	154325440	154331472	MUC1
MUC1	NM_001044393.3	1	-1	154325440	154331472	MUC1
MUC1	NM_001204285.2	1	-1	154325440	154331472	MUC1
MUC1	NM_001204287.2	1	-1	154325440	154331472	MUC1
MUC1	NM_001204288.2	1	-1	154325440	154331472	MUC1
MUC1	NM_001204289.2	1	-1	154325440	154331472	MUC1
MUC1	NM_001204290.2	1	-1	154325440	154331472	MUC1
MUC1	NM_001204293.2	1	-1	154325440	154331472	MUC1
MUC1	NM_001204294.2	1	-1	154325440	154331472	MUC1
MUC1	NM_001204296.2	1	-1	154325440	154331472	MUC1
MUC1	NM_001204297.2	1	-1	154325440	154331472	MUC1
MUC1	NM_001371720.1	1	-1	154325440	154331472	MUC1
MUC1	NM_002456.6	1	-1	154325440	154331472	MUC1
MUC1	NM_001204286.1	1	-1	154325440	154331478	MUC1
MUC1	NM_001204291.1	1	-1	154325440	154331478	MUC1
MUC1	NM_001204292.1	1	-1	154325440	154331478	MUC1
MUC1	NM_001204295.1	1	-1	154325440	154331478	MUC1
THBS3-AS1	XR_007066639.1	1	1	154333560	154344052	THBS3-AS1
THBS3-AS1	XR_007066641.1	1	1	154333560	154344052	THBS3-AS1
THBS3-AS1	XR_007066642.1	1	1	154333560	154344052	THBS3-AS1
THBS3-AS1	XR_007066648.1	1	1	154333560	154344052	THBS3-AS1
THBS3-AS1	XR_922168.4	1	1	154333560	154344052	THBS3-AS1
MIR92B	NR_030281.1	1	1	154333740	154333835	MIR92B
MIR92B	unassigned_transcript_183	1	1	154333759	154333780	MIR92B
MIR92B	unassigned_transcript_184	1	1	154333800	154333821	MIR92B
THBS3	XM_011509936.2	1	-1	154334151	154343698	THBS3
THBS3	XM_011509932.3	1	-1	154334151	154345119	THBS3
THBS3	XM_047429305.1	1	-1	154334151	154345302	THBS3
THBS3	NM_001252607.2	1	-1	154334151	154346460	THBS3
THBS3	NM_001252608.2	1	-1	154334151	154346460	THBS3
THBS3	NM_007112.5	1	-1	154334151	154346460	THBS3
THBS3	NR_045553.2	1	-1	154334151	154346460	THBS3
THBS3	XM_006711498.4	1	-1	154334151	154346460	THBS3
THBS3	XM_011509926.3	1	-1	154334151	154346460	THBS3
THBS3	XM_011509927.3	1	-1	154334151	154346460	THBS3
THBS3	XM_011509928.3	1	-1	154334151	154346460	THBS3
THBS3	XM_011509929.3	1	-1	154334151	154346460	THBS3
THBS3	XM_011509930.3	1	-1	154334151	154346460	THBS3
THBS3	XM_047429292.1	1	-1	154334151	154346460	THBS3
THBS3	XM_047429301.1	1	-1	154334151	154346460	THBS3
THBS3	XM_047429306.1	1	-1	154334151	154346460	THBS3
THBS3	XM_011509931.2	1	-1	154334151	154347741	THBS3
THBS3-AS1	XR_922163.3	1	1	154334789	154344052	THBS3-AS1
THBS3-AS1	XR_001738241.2	1	1	154334844	154344052	THBS3-AS1
THBS3-AS1	XR_007066643.1	1	1	154334844	154344052	THBS3-AS1
THBS3-AS1	XR_007066644.1	1	1	154334844	154344052	THBS3-AS1
THBS3-AS1	XR_007066645.1	1	1	154334844	154344052	THBS3-AS1
THBS3-AS1	XR_007066646.1	1	1	154334844	154344052	THBS3-AS1
THBS3-AS1	XR_922164.3	1	1	154334844	154344052	THBS3-AS1
THBS3-AS1	XR_007066640.1	1	1	154335116	154344052	THBS3-AS1
THBS3-AS1	XR_922166.4	1	1	154335762	154344052	THBS3-AS1
THBS3	XM_047429308.1	1	-1	154336664	154346460	THBS3
THBS3	XM_047429322.1	1	-1	154337077	154346460	THBS3
THBS3	XR_002957482.2	1	-1	154337123	154346460	THBS3
THBS3	XM_047429323.1	1	-1	154338361	154346460	THBS3
THBS3	XM_047429324.1	1	-1	154338367	154346460	THBS3
THBS3	XM_047429326.1	1	-1	154339460	154346460	THBS3
MTX1	NM_002455.5	1	1	154347258	154352386	MTX1
MTX1	NM_198883.3	1	1	154347262	154352402	MTX1
GBAP1	NR_002188.3	1	-1	154352388	154366091	GBAP1
GBA	NM_000157.4	1	-1	154373009	154379807	GBA
GBA	NM_001171812.2	1	-1	154373009	154379807	GBA
GBA	NM_001005741.3	1	-1	154373009	154383185	GBA
GBA	NM_001005742.3	1	-1	154373009	154383185	GBA
GBA	NM_001171811.2	1	-1	154373009	154383185	GBA
FAM189B	NM_001267608.2	1	-1	154385763	154394041	FAM189B
FAM189B	NM_006589.3	1	-1	154385763	154394041	FAM189B
FAM189B	NM_198264.2	1	-1	154385763	154394041	FAM189B
FAM189B	XM_005244845.3	1	-1	154385763	154394041	FAM189B
FAM189B	XM_047438744.1	1	-1	154385763	154394041	FAM189B
SCAMP3	NM_005698.4	1	-1	154394539	154400920	SCAMP3
SCAMP3	NM_052837.3	1	-1	154394539	154400920	SCAMP3
SCAMP3	XM_047418195.1	1	-1	154394539	154400920	SCAMP3
SCAMP3	XM_047418222.1	1	-1	154394539	154400920	SCAMP3
SCAMP3	XM_047418240.1	1	-1	154394539	154400920	SCAMP3
SCAMP3	XM_047418254.1	1	-1	154394539	154400920	SCAMP3
SCAMP3	XM_047418271.1	1	-1	154395232	154400920	SCAMP3
CLK2	XM_047444422.1	1	-1	154401428	154406919	CLK2
CLK2	NM_001294338.2	1	-1	154401428	154412064	CLK2
CLK2	NM_001294339.2	1	-1	154401428	154412064	CLK2
CLK2	NM_001363704.2	1	-1	154401428	154412064	CLK2
CLK2	NM_003993.4	1	-1	154401428	154412064	CLK2
CLK2	XM_011509143.2	1	-1	154401428	154412064	CLK2
CLK2	XM_047444409.1	1	-1	154402216	154412064	CLK2
CLK2	XM_047444414.1	1	-1	154402216	154412064	CLK2
CLK2	XM_047444417.1	1	-1	154403245	154412064	CLK2
HCN3	NM_020897.3	1	1	154416023	154428409	HCN3
HCN3	NR_073074.2	1	1	154416023	154428409	HCN3
HCN3	XM_011509817.3	1	1	154416023	154428409	HCN3
HCN3	XR_007062431.1	1	1	154416023	154428409	HCN3
HCN3	XR_007062434.1	1	1	154416023	154428409	HCN3
HCN3	XR_921903.3	1	1	154416023	154428409	HCN3
HCN3	XR_921904.3	1	1	154416023	154428409	HCN3
HCN3	XR_921905.3	1	1	154416023	154428409	HCN3
HCN3	XM_011509816.4	1	1	154416650	154428409	HCN3
HCN3	XR_007062432.1	1	1	154416650	154428409	HCN3
HCN3	XR_007062433.1	1	1	154416650	154428409	HCN3
HCN3	XM_047426226.1	1	1	154416651	154428409	HCN3
HCN3	XR_007062435.1	1	1	154416651	154428409	HCN3
HCN3	XM_011509818.2	1	1	154421323	154428409	HCN3
HCN3	XM_017001918.2	1	1	154421327	154428409	HCN3
PKLR	NM_181871.4	1	-1	154427854	154439493	PKLR
PKLR	XM_006711386.5	1	-1	154427854	154439493	PKLR
PKLR	XM_011509640.4	1	-1	154427854	154439493	PKLR
PKLR	NM_000298.6	1	-1	154427854	154439979	PKLR
PKLR	XM_047422592.1	1	-1	154427854	154447164	PKLR
PKLR	XM_047422591.1	1	-1	154427854	154447194	PKLR
PKLR	XM_017001493.1	1	-1	154432033	154439957	PKLR
FDPS	NM_001135821.2	1	1	154447406	154459205	FDPS
FDPS	NM_001135822.2	1	1	154447406	154459205	FDPS
FDPS	NM_001242824.2	1	1	154447406	154459205	FDPS
FDPS	NM_001242825.2	1	1	154447406	154459205	FDPS
FDPS	NM_001378424.1	1	1	154447406	154459205	FDPS
FDPS	NM_001378425.1	1	1	154447406	154459205	FDPS
FDPS	NM_002004.4	1	1	154447406	154459205	FDPS
RUSC1-AS1	NR_145425.1	1	-1	154455394	154462385	RUSC1-AS1
RUSC1-AS1	NR_145424.1	1	-1	154455394	154462716	RUSC1-AS1
RUSC1-AS1	NR_145426.1	1	-1	154458699	154462716	RUSC1-AS1
RUSC1	XR_007058572.1	1	1	154459434	154463889	RUSC1
RUSC1	NM_001105203.2	1	1	154459434	154469654	RUSC1
RUSC1	NM_001105204.2	1	1	154459434	154469654	RUSC1
RUSC1	XM_006711254.3	1	1	154459434	154469658	RUSC1
RUSC1	XM_006711256.3	1	1	154459434	154469658	RUSC1
RUSC1	XM_047416644.1	1	1	154459434	154469658	RUSC1
RUSC1	XM_017000891.2	1	1	154460131	154469658	RUSC1
RUSC1	XM_006711257.2	1	1	154462251	154469658	RUSC1
RUSC1	NM_001105205.1	1	1	154462477	154469658	RUSC1
RUSC1	NM_001278227.1	1	1	154462477	154469658	RUSC1
RUSC1	NM_001278228.1	1	1	154462477	154469658	RUSC1
RUSC1	NM_001278229.1	1	1	154462477	154469658	RUSC1
RUSC1	NM_014328.4	1	1	154462477	154469658	RUSC1
RUSC1	XM_047416653.1	1	1	154462477	154469658	RUSC1
RUSC1	NM_001278230.2	1	1	154463047	154469654	RUSC1
RUSC1	NR_103478.2	1	1	154463047	154469654	RUSC1
ASH1L	XM_017001788.2	1	-1	154473797	154579113	ASH1L
ASH1L	XM_011509770.4	1	-1	154473797	154579153	ASH1L
ASH1L	XM_047425241.1	1	-1	154473797	154661817	ASH1L
ASH1L	XM_047425235.1	1	-1	154473797	154670921	ASH1L
ASH1L	NM_001366177.2	1	-1	154473797	154701356	ASH1L
ASH1L	NM_018489.3	1	-1	154473797	154701356	ASH1L
ASH1L	XM_047425230.1	1	-1	154473797	154701356	ASH1L
ASH1L	XM_006711451.4	1	-1	154473797	154701394	ASH1L
ASH1L	XM_047425247.1	1	-1	154473797	154701394	ASH1L
ASH1L	XM_006711450.4	1	-1	154473797	154701462	ASH1L
ASH1L	XM_017001785.2	1	-1	154473797	154701755	ASH1L
ASH1L	XM_047425248.1	1	-1	154473797	154701755	ASH1L
ASH1L	XM_017001786.3	1	-1	154484624	154701394	ASH1L
MIR555	NR_030282.1	1	-1	154484885	154484980	MIR555
MIR555	unassigned_transcript_185	1	-1	154484900	154484920	MIR555
ASH1L	XM_017001787.3	1	-1	154542798	154701394	ASH1L
LOC124904842	XR_007067437.1	1	-1	154554124	154554228	LOC124904842
POU5F1P4	NR_034180.1	1	1	154571739	154572821	POU5F1P4
ASH1L	XM_005245337.6	1	-1	154576886	154701394	ASH1L
ASH1L	XM_011509769.4	1	-1	154577549	154701394	ASH1L
ASH1L-AS1	NR_147963.1	1	1	154700595	154702497	ASH1L-AS1
ASH1L-AS1	NR_147964.1	1	1	154700595	154702497	ASH1L-AS1
MSTO1	XM_047424007.1	1	1	154701799	154753532	MSTO1
MSTO1	XM_047424008.1	1	1	154701799	154753532	MSTO1
LOC105371452	XR_922171.2	1	-1	154748174	154751199	LOC105371452
MSTO1	NM_001256532.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001256533.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350772.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350773.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350774.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350775.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350776.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350777.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350778.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350779.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350780.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350781.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350782.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350783.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350784.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350785.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350786.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350787.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350788.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_001350789.1	1	1	154748735	154753532	MSTO1
MSTO1	NR_046292.1	1	1	154748735	154753532	MSTO1
MSTO1	NR_046293.1	1	1	154748735	154753532	MSTO1
MSTO1	NR_046294.1	1	1	154748735	154753532	MSTO1
MSTO1	NR_046295.1	1	1	154748735	154753532	MSTO1
MSTO1	NR_146907.1	1	1	154748735	154753532	MSTO1
MSTO1	NR_146908.1	1	1	154748735	154753532	MSTO1
MSTO1	XM_047424011.1	1	1	154748735	154753532	MSTO1
MSTO1	XM_047424021.1	1	1	154748735	154753532	MSTO1
MSTO1	XM_047424030.1	1	1	154748735	154753532	MSTO1
MSTO1	NM_018116.4	1	1	154748783	154753516	MSTO1
MSTO1	XM_047424040.1	1	1	154750285	154753532	MSTO1
YY1AP1	NM_001198903.1	1	-1	154798015	154827219	YY1AP1
YY1AP1	NM_001198904.1	1	-1	154798015	154827219	YY1AP1
YY1AP1	NM_001198899.2	1	-1	154798027	154818394	YY1AP1
YY1AP1	NM_001198900.2	1	-1	154798027	154827337	YY1AP1
YY1AP1	NM_001198902.2	1	-1	154798027	154827337	YY1AP1
YY1AP1	NM_001198905.2	1	-1	154798027	154827337	YY1AP1
YY1AP1	NM_018253.4	1	-1	154798027	154827337	YY1AP1
YY1AP1	NM_139119.3	1	-1	154798027	154827337	YY1AP1
YY1AP1	NM_001198901.2	1	-1	154798027	154827559	YY1AP1
YY1AP1	NM_001198906.2	1	-1	154798027	154827559	YY1AP1
YY1AP1	NM_139118.3	1	-1	154798027	154827559	YY1AP1
YY1AP1	NM_139121.3	1	-1	154798027	154827559	YY1AP1
SCARNA26A	NR_132762.1	1	-1	154817673	154817820	SCARNA26A
DAP3	XM_017002292.2	1	1	154826511	154877880	DAP3
DAP3	XM_017002294.2	1	1	154826511	154877880	DAP3
DAP3	XM_017002295.2	1	1	154826511	154877880	DAP3
DAP3	XM_024449697.2	1	1	154826511	154877880	DAP3
DAP3	XM_024449698.2	1	1	154826511	154877880	DAP3
DAP3	XM_024449700.2	1	1	154826511	154877880	DAP3
DAP3	XM_047430081.1	1	1	154826511	154877880	DAP3
DAP3	XM_047430085.1	1	1	154826511	154877880	DAP3
DAP3	XM_047430087.1	1	1	154826511	154877880	DAP3
DAP3	XM_047430090.1	1	1	154826511	154877880	DAP3
DAP3	XM_047430092.1	1	1	154826511	154877880	DAP3
DAP3	XM_047430093.1	1	1	154826511	154877880	DAP3
DAP3	XM_047430096.1	1	1	154826511	154877880	DAP3
DAP3	NM_001199849.1	1	1	154827654	154877880	DAP3
DAP3	NM_001199850.1	1	1	154827654	154877880	DAP3
DAP3	NM_001199851.1	1	1	154827654	154877880	DAP3
DAP3	NM_004632.4	1	1	154827654	154877880	DAP3
DAP3	NM_033657.2	1	1	154827657	154877880	DAP3
LOC124904431	XR_007066649.1	1	-1	154830531	154838978	LOC124904431
GON4L	XM_005245286.4	1	-1	154883981	154913918	GON4L
GON4L	XM_047423296.1	1	-1	154883981	154973341	GON4L
GON4L	XM_005245284.4	1	-1	154883981	154992211	GON4L
GON4L	XM_006711393.4	1	-1	154883981	154996084	GON4L
GON4L	XM_047423263.1	1	-1	154883981	154996084	GON4L
GON4L	XM_047423264.1	1	-1	154883981	154996084	GON4L
GON4L	XM_047423277.1	1	-1	154883981	154996084	GON4L
GON4L	XM_047423282.1	1	-1	154883981	154996084	GON4L
GON4L	XM_047423284.1	1	-1	154883981	154996084	GON4L
GON4L	XM_047423291.1	1	-1	154883981	154996084	GON4L
GON4L	XM_047423297.1	1	-1	154883981	154996084	GON4L
GON4L	XM_047423298.1	1	-1	154883981	154996084	GON4L
GON4L	XM_047423301.1	1	-1	154883981	154996084	GON4L
GON4L	XM_006711394.5	1	-1	154883981	154998299	GON4L
GON4L	XM_047423299.1	1	-1	154883981	154998299	GON4L
MSTO2P	NR_024117.2	1	1	154884637	154889558	MSTO2P
GON4L	NM_001282858.2	1	-1	154888528	154996084	GON4L
GON4L	NM_001282860.2	1	-1	154888528	154996084	GON4L
GON4L	NM_001282856.2	1	-1	154888528	154998299	GON4L
GON4L	NM_001282861.2	1	-1	154903301	154996084	GON4L
GON4L	NM_032292.6	1	-1	154903301	154996084	GON4L
GON4L	XM_047423307.1	1	-1	154903301	154998299	GON4L
SCARNA26B	NR_132767.1	1	-1	154922543	154922691	SCARNA26B
SYT11	NM_152280.5	1	1	154998435	155023315	SYT11
SYT11	XM_005245014.4	1	1	154998435	155023315	SYT11
SYT11	XM_017000759.3	1	1	154998435	155023315	SYT11
RIT1	NM_001256821.2	1	-1	155035925	155049051	RIT1
RIT1	NM_001256820.2	1	-1	155035925	155049482	RIT1
RIT1	NM_006912.6	1	-1	155035925	155049482	RIT1
KHDC4	NM_014949.4	1	-1	155051178	155072546	KHDC4
SNORA80E	NR_002974.1	1	-1	155058041	155058174	SNORA80E
SCARNA4	NR_003005.1	1	-1	155064092	155064220	SCARNA4
LOC107985207	XR_001738244.2	1	1	155072601	155074387	LOC107985207
RXFP4	NM_181885.3	1	1	155079771	155081220	RXFP4
ARHGEF2	NM_001350111.2	1	-1	155084975	155116292	ARHGEF2
ARHGEF2	NM_004723.4	1	-1	155084975	155116292	ARHGEF2
ARHGEF2	NM_001162383.2	1	-1	155084975	155116664	ARHGEF2
ARHGEF2	NM_001162384.2	1	-1	155084975	155116664	ARHGEF2
ARHGEF2	NM_001350110.2	1	-1	155084975	155117273	ARHGEF2
ARHGEF2	NM_001350112.2	1	-1	155084975	155117734	ARHGEF2
MIR6738	unassigned_transcript_186	1	-1	155089394	155089417	MIR6738
MIR6738	NR_106796.1	1	-1	155089394	155089457	MIR6738
MIR6738	unassigned_transcript_187	1	-1	155089430	155089452	MIR6738
ARHGEF2-AS2	XR_001738247.2	1	1	155116751	155121105	ARHGEF2-AS2
ARHGEF2-AS2	XR_007066650.1	1	1	155116751	155121105	ARHGEF2-AS2
