SEPTIN14P6	NR_109817.1	6	-1	2935	3070	SEPTIN14P6	transcript
SNX14	NM_001350548.2	6	-1	86722300	86810666	SNX14	mRNA
SNX14	NM_020468.6	6	-1	86722300	86810666	SNX14	mRNA
SNX14	NM_001350536.2	6	-1	86722300	86810666	SNX14	mRNA
SNX14	NM_001350545.2	6	-1	86722300	86810666	SNX14	mRNA
SNX14	NM_001350551.2	6	-1	86722300	86810666	SNX14	mRNA
SNX14	NM_001350538.2	6	-1	86722300	86810666	SNX14	mRNA
SNX14	NM_001350550.2	6	-1	86722300	86810666	SNX14	mRNA
SNX14	NM_001350541.2	6	-1	86722300	86810666	SNX14	mRNA
SNX14	NM_001297614.3	6	-1	86722300	86810666	SNX14	mRNA
SNX14	NM_001350540.2	6	-1	86722300	86810666	SNX14	mRNA
SNX14	NM_153816.6	6	-1	86722300	86810666	SNX14	mRNA
SNX14	NM_001350552.2	6	-1	86722300	86810666	SNX14	mRNA
SNX14	NM_001350532.2	6	-1	86722300	86810666	SNX14	mRNA
SNX14	XM_054356018.1	6	-1	86722300	86809908	SNX14	mRNA
SNX14	XM_054356028.1	6	-1	86722300	86798066	SNX14	mRNA
SNX14	XM_054356023.1	6	-1	86722300	86798066	SNX14	mRNA
SNX14	XM_054356019.1	6	-1	86722300	86798066	SNX14	mRNA
SNX14	XM_054356025.1	6	-1	86722300	86798066	SNX14	mRNA
SNX14	XM_054356021.1	6	-1	86722300	86798066	SNX14	mRNA
SNX14	XM_054356024.1	6	-1	86724772	86810666	SNX14	mRNA
SNX14	XM_054356017.1	6	-1	86725124	86810666	SNX14	mRNA
SYNCRIP	XM_054354040.1	6	-1	86824588	86863388	SYNCRIP	mRNA
SYNCRIP	XM_054354037.1	6	-1	86824588	86863388	SYNCRIP	mRNA
SYNCRIP	NM_001439160.1	6	-1	86824588	86860708	SYNCRIP	mRNA
SYNCRIP	NM_001439161.1	6	-1	86824588	86860708	SYNCRIP	mRNA
SYNCRIP	NM_001253771.2	6	-1	86824588	86859724	SYNCRIP	mRNA
SYNCRIP	NM_001159673.2	6	-1	86824588	86859724	SYNCRIP	mRNA
SYNCRIP	NM_001439159.1	6	-1	86824588	86859724	SYNCRIP	mRNA
SYNCRIP	NM_001159674.2	6	-1	86824588	86859724	SYNCRIP	mRNA
SYNCRIP	NM_001159676.2	6	-1	86824588	86859724	SYNCRIP	mRNA
SYNCRIP	NM_001159677.2	6	-1	86824588	86859724	SYNCRIP	mRNA
SYNCRIP	NM_001439162.1	6	-1	86824588	86859724	SYNCRIP	mRNA
SYNCRIP	NM_001439158.1	6	-1	86824588	86859724	SYNCRIP	mRNA
SYNCRIP	XM_054354035.1	6	-1	86830780	86863388	SYNCRIP	mRNA
SYNCRIP	NM_001410938.1	6	-1	86830780	86859724	SYNCRIP	mRNA
SYNCRIP	NM_001159675.2	6	-1	86830780	86859724	SYNCRIP	mRNA
SYNCRIP	NM_006372.5	6	-1	86830780	86859724	SYNCRIP	mRNA
SNHG5	NR_003038.2	6	-1	86893842	86895568	SNHG5	lnc_RNA
SNORD50A	NR_002743.2	6	-1	86894129	86894203	SNORD50A	snoRNA
SNORD50B	NR_003044.3	6	-1	86894424	86894494	SNORD50B	snoRNA
LOC101928842	XR_007076948.1	6	1	87127213	87213017	LOC101928842	lnc_RNA
LOC101928842	XR_007076949.1	6	1	87154689	87213544	LOC101928842	lnc_RNA
LOC101928842	XR_007076951.1	6	1	87154689	87167629	LOC101928842	lnc_RNA
LOC101928842	XR_007076950.1	6	1	87159361	87213544	LOC101928842	lnc_RNA
LOC101928842	XR_007076953.1	6	1	87159361	87213544	LOC101928842	lnc_RNA
LOC101928842	XR_007076952.1	6	1	87198079	87213544	LOC101928842	lnc_RNA
HTR1E	NM_000865.3	6	1	88146245	88225391	HTR1E	mRNA
HTR1E	XM_054355315.1	6	1	88146344	88225391	HTR1E	mRNA
LOC124901354	XM_047444773.1	6	-1	88277674	88282347	LOC124901354	mRNA
CGA	NM_000735.4	6	-1	88294252	88303837	CGA	mRNA
CGA	NM_001252383.2	6	-1	88294252	88303837	CGA	mRNA
ZNF292	XM_054354791.1	6	1	88363412	88474756	ZNF292	mRNA
ZNF292	XM_054354800.1	6	1	88364444	88474756	ZNF292	mRNA
ZNF292	NM_001351444.2	6	1	88364444	88474756	ZNF292	mRNA
ZNF292	NM_015021.3	6	1	88364444	88474756	ZNF292	mRNA
ZNF292	XM_054354792.1	6	1	88364675	88474756	ZNF292	mRNA
ZNF292	XM_054354793.1	6	1	88364675	88474756	ZNF292	mRNA
ZNF292	XM_054354794.1	6	1	88364675	88474756	ZNF292	mRNA
ZNF292	XM_054354797.1	6	1	88364675	88474756	ZNF292	mRNA
ZNF292	XM_054354801.1	6	1	88419557	88474756	ZNF292	mRNA
ZNF292	XM_054354799.1	6	1	88419632	88474756	ZNF292	mRNA
ZNF292	XM_054354796.1	6	1	88419633	88474756	ZNF292	mRNA
ZNF292	XM_054354795.1	6	1	88419686	88474756	ZNF292	mRNA
ZNF292	XM_054354798.1	6	1	88422955	88474756	ZNF292	mRNA
ZNF292	XM_054354802.1	6	1	88422955	88474756	ZNF292	mRNA
ZNF292	XM_054354803.1	6	1	88442223	88474756	ZNF292	mRNA
GJB7	NM_198568.3	6	-1	88491790	88538083	GJB7	mRNA
SMIM8	NM_001042493.3	6	1	88531398	88551191	SMIM8	mRNA
SMIM8	NM_020425.6	6	1	88531398	88551191	SMIM8	mRNA
SMIM8	NM_001287445.2	6	1	88531398	88551191	SMIM8	mRNA
C6orf163	NM_001010868.3	6	1	88553675	88574324	C6orf163	mRNA
LINC01590	NR_026784.1	6	1	88605985	88608602	LINC01590	lnc_RNA
CFAP206	NM_001031743.3	6	1	88616818	88673229	CFAP206	mRNA
SLC35A1	NM_006416.5	6	1	88681733	88721067	SLC35A1	mRNA
SLC35A1	NM_001168398.2	6	1	88681733	88721067	SLC35A1	mRNA
RARS2	NR_146747.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_134857.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146756.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146741.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146757.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146758.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146759.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146745.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146739.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146754.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146752.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146753.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146738.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146749.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146743.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146751.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146748.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146750.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146744.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146740.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146755.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146742.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NR_146746.2	6	-1	88722691	88798283	RARS2	transcript
RARS2	NM_001350505.2	6	-1	88722691	88798283	RARS2	mRNA
RARS2	NM_020320.5	6	-1	88722691	88798283	RARS2	mRNA
RARS2	XM_054355959.1	6	-1	88722691	88798283	RARS2	mRNA
RARS2	NM_001350509.2	6	-1	88722691	88798283	RARS2	mRNA
RARS2	NM_001318785.2	6	-1	88722691	88798283	RARS2	mRNA
RARS2	NM_001350506.2	6	-1	88722691	88798283	RARS2	mRNA
RARS2	NM_001350510.2	6	-1	88722691	88798283	RARS2	mRNA
RARS2	NM_001350508.2	6	-1	88722691	88798283	RARS2	mRNA
RARS2	NM_001350511.2	6	-1	88722691	88798283	RARS2	mRNA
RARS2	NM_001350507.2	6	-1	88722691	88798283	RARS2	mRNA
RARS2	XM_054355958.1	6	-1	88722691	88798283	RARS2	mRNA
RARS2	XM_054355960.1	6	-1	88722691	88791890	RARS2	mRNA
RARS2	XM_054355961.1	6	-1	88722691	88764260	RARS2	mRNA
RARS2	XM_054355962.1	6	-1	88722691	88764230	RARS2	mRNA
RARS2	XM_054355957.1	6	-1	88725981	88798283	RARS2	mRNA
RARS2	XM_054355963.1	6	-1	88728300	88798283	RARS2	mRNA
ORC3	XM_054354970.1	6	1	88798431	88886160	ORC3	mRNA
ORC3	XM_054354971.1	6	1	88798431	88886160	ORC3	mRNA
ORC3	XM_054354978.1	6	1	88798431	88886160	ORC3	mRNA
ORC3	XM_054354972.1	6	1	88798431	88875765	ORC3	mRNA
ORC3	NM_181837.3	6	1	88798431	88875765	ORC3	mRNA
ORC3	XM_054354973.1	6	1	88798431	88875765	ORC3	mRNA
ORC3	NM_012381.4	6	1	88798431	88875765	ORC3	mRNA
ORC3	XM_054354974.1	6	1	88798431	88875765	ORC3	mRNA
ORC3	XM_054354979.1	6	1	88798431	88875765	ORC3	mRNA
ORC3	XM_054354975.1	6	1	88798431	88875765	ORC3	mRNA
ORC3	NM_001197259.2	6	1	88798431	88875765	ORC3	mRNA
ORC3	XM_054354980.1	6	1	88798431	88861560	ORC3	mRNA
ORC3	XM_054354981.1	6	1	88798431	88859503	ORC3	mRNA
ORC3	XM_054354976.1	6	1	88802647	88875765	ORC3	mRNA
ORC3	XM_054354977.1	6	1	88802647	88875765	ORC3	mRNA
AKIRIN2	NM_018064.4	6	-1	88883172	88910565	AKIRIN2	mRNA
LOC124901528	XR_007077511.1	6	1	88929242	88929345	LOC124901528	snoRNA
LOC101928911	NR_110869.1	6	1	88993206	89120177	LOC101928911	lnc_RNA
LOC105377882	XR_007076954.1	6	1	89139890	89152497	LOC105377882	lnc_RNA
LOC105377882	XR_007076955.1	6	1	89139890	89148650	LOC105377882	lnc_RNA
LOC107986541	XR_007076956.1	6	1	89201262	89206805	LOC107986541	lnc_RNA
SPACA1	XM_054356497.1	6	1	89255379	89275314	SPACA1	mRNA
SPACA1	XM_054356498.1	6	1	89255379	89275314	SPACA1	mRNA
SPACA1	NM_030960.3	6	1	89256319	89275314	SPACA1	mRNA
SPACA1	XM_054356496.1	6	1	89256319	89272690	SPACA1	mRNA
CNR1	NM_001370546.1	6	-1	89348358	89375841	CNR1	mRNA
CNR1	NM_001424094.1	6	-1	89348358	89375841	CNR1	mRNA
CNR1	NM_001370547.1	6	-1	89348358	89375841	CNR1	mRNA
CNR1	NM_001424096.1	6	-1	89348358	89375601	CNR1	mRNA
CNR1	NM_001424097.1	6	-1	89348358	89375601	CNR1	mRNA
CNR1	NM_001424095.1	6	-1	89348358	89375601	CNR1	mRNA
CNR1	NM_001370545.1	6	-1	89348358	89375144	CNR1	mRNA
CNR1	NM_016083.6	6	-1	89348358	89374839	CNR1	mRNA
CNR1	NM_001160226.3	6	-1	89348358	89374839	CNR1	mRNA
CNR1	NM_001365870.2	6	-1	89348358	89374839	CNR1	mRNA
CNR1	NM_001365869.2	6	-1	89348358	89374839	CNR1	mRNA
CNR1	NM_001160258.3	6	-1	89348358	89374839	CNR1	mRNA
CNR1	NM_001424098.1	6	-1	89348358	89374839	CNR1	mRNA
CNR1	XM_054354204.1	6	-1	89348358	89374839	CNR1	mRNA
CNR1	NM_001365872.2	6	-1	89348358	89374839	CNR1	mRNA
CNR1	XM_054354206.1	6	-1	89348358	89374839	CNR1	mRNA
CNR1	NM_001160259.3	6	-1	89348358	89374839	CNR1	mRNA
CNR1	NM_001365874.3	6	-1	89348358	89371516	CNR1	mRNA
CNR1	XM_054354205.1	6	-1	89348358	89360624	CNR1	mRNA
CNR1	NM_033181.4	6	-1	89348358	89353832	CNR1	mRNA
LOC105377885	XR_007076957.1	6	-1	89508173	89651367	LOC105377885	lnc_RNA
LOC105377885	XR_007076960.1	6	-1	89508173	89651358	LOC105377885	lnc_RNA
LOC105377885	XR_007076958.1	6	-1	89508173	89651358	LOC105377885	lnc_RNA
LOC105377885	XR_007076959.1	6	-1	89508173	89651358	LOC105377885	lnc_RNA
LOC105377885	XR_007076962.1	6	-1	89508173	89651267	LOC105377885	lnc_RNA
LOC105377885	XR_007076961.1	6	-1	89531267	89651358	LOC105377885	lnc_RNA
LOC105377885	XR_007076963.1	6	-1	89645817	89651358	LOC105377885	lnc_RNA
LOC101928936	NR_110867.1	6	-1	89734362	89747807	LOC101928936	lnc_RNA
RNGTT	NM_001286428.2	6	-1	89818328	90172178	RNGTT	mRNA
RNGTT	NM_001286426.2	6	-1	89818328	90172178	RNGTT	mRNA
RNGTT	NM_003800.5	6	-1	89818328	90172178	RNGTT	mRNA
RNGTT	XM_054356646.1	6	-1	89822703	90172178	RNGTT	mRNA
RNGTT	XM_054356645.1	6	-1	89824648	90172178	RNGTT	mRNA
PNRC1-DT	NR_187250.1	6	-1	90288825	90289243	PNRC1-DT	lnc_RNA
PNRC1	NM_006813.3	6	1	90289414	90293820	PNRC1	mRNA
PNRC1	XM_054354086.1	6	1	90289414	90291394	PNRC1	mRNA
SRSF12	XM_054354313.1	6	-1	90304618	90326713	SRSF12	mRNA
SRSF12	NM_001376897.1	6	-1	90304618	90326713	SRSF12	mRNA
SRSF12	NM_001376898.1	6	-1	90304618	90326713	SRSF12	mRNA
SRSF12	NM_001376896.1	6	-1	90304618	90326713	SRSF12	mRNA
SRSF12	NM_080743.5	6	-1	90304618	90326713	SRSF12	mRNA
SRSF12	XM_054354312.1	6	-1	90304618	90326046	SRSF12	mRNA
SRSF12	XM_054354314.1	6	-1	90304618	90315665	SRSF12	mRNA
SRSF12	XM_054354315.1	6	-1	90304618	90314780	SRSF12	mRNA
PM20D2	XM_054354310.1	6	1	90329918	90374228	PM20D2	mRNA
LOC101929004	XR_007076968.1	6	-1	90338918	90354638	LOC101929004	lnc_RNA
LOC101929004	XR_007076966.1	6	-1	90338935	90354234	LOC101929004	lnc_RNA
LOC101929004	XR_007076964.1	6	-1	90339002	90354641	LOC101929004	lnc_RNA
LOC101929004	XR_007076965.1	6	-1	90339475	90355204	LOC101929004	lnc_RNA
LOC101929004	XR_007076967.1	6	-1	90339636	90354419	LOC101929004	lnc_RNA
PM20D2	NM_001010853.3	6	1	90354711	90374228	PM20D2	mRNA
PM20D2	XM_054354308.1	6	1	90354801	90370428	PM20D2	mRNA
PM20D2	XM_054354309.1	6	1	90354801	90367054	PM20D2	mRNA
PM20D2	XM_054354311.1	6	1	90354801	90360540	PM20D2	mRNA
GABRR1	NM_001267582.2	6	-1	90386177	90440555	GABRR1	mRNA
GABRR1	NM_001256703.1	6	-1	90386177	90427046	GABRR1	mRNA
GABRR1	XM_054355073.1	6	-1	90386177	90427046	GABRR1	mRNA
GABRR1	XM_054355074.1	6	-1	90386177	90427046	GABRR1	mRNA
GABRR1	NM_001256704.1	6	-1	90386177	90427046	GABRR1	mRNA
GABRR1	NM_002042.5	6	-1	90386177	90426628	GABRR1	mRNA
GABRR2	NM_002043.5	6	-1	90463740	90524560	GABRR2	mRNA
GABRR2	XM_054355077.1	6	-1	90463740	90481155	GABRR2	mRNA
GABRR2	XM_054355079.1	6	-1	90463740	90481155	GABRR2	mRNA
GABRR2	XM_054355078.1	6	-1	90463740	90481155	GABRR2	mRNA
GABRR2	XM_054355076.1	6	-1	90463740	90480988	GABRR2	mRNA
GABRR2	XM_054355075.1	6	-1	90463749	90524560	GABRR2	mRNA
UBE2J1	XM_054355584.1	6	-1	90535885	90562092	UBE2J1	mRNA
UBE2J1	NM_016021.3	6	-1	90535885	90562092	UBE2J1	mRNA
UBE2J1	XM_054355585.1	6	-1	90536400	90562092	UBE2J1	mRNA
RRAGD	NM_021244.5	6	-1	90573972	90621638	RRAGD	mRNA
LOC124901360	XR_007076969.1	6	-1	90639389	90650894	LOC124901360	lnc_RNA
ANKRD6	XM_054354721.1	6	1	90642513	90843208	ANKRD6	mRNA
ANKRD6	XM_054354723.1	6	1	90642513	90843208	ANKRD6	mRNA
ANKRD6	XM_054354725.1	6	1	90642513	90843208	ANKRD6	mRNA
ANKRD6	XM_054354726.1	6	1	90642513	90843208	ANKRD6	mRNA
ANKRD6	XM_054354728.1	6	1	90642513	90843208	ANKRD6	mRNA
ANKRD6	NM_001242809.2	6	1	90642513	90843195	ANKRD6	mRNA
ANKRD6	NM_014942.4	6	1	90642539	90843208	ANKRD6	mRNA
ANKRD6	NM_001242813.1	6	1	90642539	90843208	ANKRD6	mRNA
LOC105377889	XR_007076970.1	6	-1	90717678	90721585	LOC105377889	lnc_RNA
ANKRD6	NM_001242811.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354691.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354701.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354703.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354696.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354697.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354698.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354702.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354711.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354708.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354712.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354717.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354715.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354720.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354707.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354713.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354699.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354709.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354716.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354718.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354724.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	XM_054354710.1	6	1	90771712	90843208	ANKRD6	mRNA
ANKRD6	NM_001242814.1	6	1	90776232	90843208	ANKRD6	mRNA
ANKRD6	XM_054354722.1	6	1	90776371	90843208	ANKRD6	mRNA
ANKRD6	XM_054354700.1	6	1	90776371	90843208	ANKRD6	mRNA
ANKRD6	XM_054354688.1	6	1	90805314	90843208	ANKRD6	mRNA
ANKRD6	XM_054354689.1	6	1	90805314	90843208	ANKRD6	mRNA
ANKRD6	XM_054354694.1	6	1	90805314	90843208	ANKRD6	mRNA
ANKRD6	XM_054354690.1	6	1	90805314	90843208	ANKRD6	mRNA
ANKRD6	XM_054354692.1	6	1	90805314	90843208	ANKRD6	mRNA
ANKRD6	XM_054354695.1	6	1	90805314	90843208	ANKRD6	mRNA
ANKRD6	XM_054354705.1	6	1	90805314	90843208	ANKRD6	mRNA
ANKRD6	XM_054354704.1	6	1	90805314	90843208	ANKRD6	mRNA
ANKRD6	XM_054354706.1	6	1	90805314	90843208	ANKRD6	mRNA
ANKRD6	XM_054354719.1	6	1	90805314	90843208	ANKRD6	mRNA
ANKRD6	XM_054354693.1	6	1	90805314	90843208	ANKRD6	mRNA
ANKRD6	XM_054354714.1	6	1	90805314	90843208	ANKRD6	mRNA
ANKRD6	XM_054354727.1	6	1	90825948	90843208	ANKRD6	mRNA
LYRM2	NR_028495.2	6	-1	90841594	90847860	LYRM2	transcript
LYRM2	NR_028494.2	6	-1	90841594	90847860	LYRM2	transcript
LYRM2	NR_028493.2	6	-1	90841594	90847860	LYRM2	transcript
LYRM2	NM_020466.5	6	-1	90841594	90848122	LYRM2	mRNA
MDN1-AS1	NR_111915.1	6	1	90847907	90898838	MDN1-AS1	lnc_RNA
MDN1	NM_014611.3	6	-1	90851868	91029153	MDN1	mRNA
CASP8AP2	XM_054356913.1	6	1	91029094	91083407	CASP8AP2	mRNA
LOC124901536	XR_007077519.1	6	1	91032653	91032754	LOC124901536	snoRNA
CASP8AP2	NM_012115.4	6	1	91039238	91086157	CASP8AP2	mRNA
CASP8AP2	XM_054356922.1	6	1	91039238	91086157	CASP8AP2	mRNA
CASP8AP2	NM_001137667.2	6	1	91039238	91086157	CASP8AP2	mRNA
CASP8AP2	XM_054356906.1	6	1	91039238	91086157	CASP8AP2	mRNA
CASP8AP2	NM_001137668.2	6	1	91039238	91086157	CASP8AP2	mRNA
CASP8AP2	XM_054356921.1	6	1	91039238	91086157	CASP8AP2	mRNA
CASP8AP2	XM_054356923.1	6	1	91039238	91086157	CASP8AP2	mRNA
CASP8AP2	XM_054356907.1	6	1	91039238	91083407	CASP8AP2	mRNA
CASP8AP2	XM_054356917.1	6	1	91039238	91083407	CASP8AP2	mRNA
CASP8AP2	XM_054356915.1	6	1	91039238	91083407	CASP8AP2	mRNA
CASP8AP2	XM_054356911.1	6	1	91039238	91083407	CASP8AP2	mRNA
CASP8AP2	XM_054356918.1	6	1	91040588	91086157	CASP8AP2	mRNA
CASP8AP2	XM_054356920.1	6	1	91040588	91086157	CASP8AP2	mRNA
CASP8AP2	XM_054356916.1	6	1	91040588	91083407	CASP8AP2	mRNA
CASP8AP2	XM_054356914.1	6	1	91040588	91083407	CASP8AP2	mRNA
CASP8AP2	XM_054356908.1	6	1	91040588	91083407	CASP8AP2	mRNA
CASP8AP2	XM_054356919.1	6	1	91044052	91086157	CASP8AP2	mRNA
CASP8AP2	XM_054356910.1	6	1	91044052	91083407	CASP8AP2	mRNA
CASP8AP2	XM_054356909.1	6	1	91044052	91083407	CASP8AP2	mRNA
CASP8AP2	XM_054356912.1	6	1	91044052	91083407	CASP8AP2	mRNA
GJA10	NM_032602.2	6	1	91106163	91107814	GJA10	mRNA
BACH2	NM_001170794.2	6	-1	91138217	91508429	BACH2	mRNA
BACH2	NM_021813.4	6	-1	91138217	91508429	BACH2	mRNA
LOC105377890	XR_007076972.1	6	1	91395966	91397217	LOC105377890	lnc_RNA
LOC124901361	XR_007076971.1	6	-1	91503208	91507964	LOC124901361	lnc_RNA
LOC105377891	XR_007076974.1	6	1	91508825	91569180	LOC105377891	lnc_RNA
LOC105377891	XR_007076973.1	6	1	91508825	91569180	LOC105377891	lnc_RNA
MIR4464	NR_039671.1	6	1	91524336	91524427	MIR4464	primary_transcript
MIR4464	unassigned_transcript_1235	6	1	91524347	91524367	MIR4464	miRNA
MAP3K7	NM_145333.3	6	-1	91725183	91798324	MAP3K7	mRNA
MAP3K7	NM_003188.4	6	-1	91725183	91798324	MAP3K7	mRNA
MAP3K7	NM_145332.3	6	-1	91725183	91798324	MAP3K7	mRNA
MAP3K7	NM_145331.3	6	-1	91725183	91798324	MAP3K7	mRNA
MAP3K7	XM_054356270.1	6	-1	91725183	91779846	MAP3K7	mRNA
LOC124901363	XR_007076975.1	6	1	91798465	91804378	LOC124901363	lnc_RNA
LOC107986623	XR_007076976.1	6	1	91842624	92167125	LOC107986623	lnc_RNA
LOC105377893	XR_007076977.1	6	1	91852971	91853916	LOC105377893	lnc_RNA
LOC107986624	XR_007076978.1	6	1	92569576	92578560	LOC107986624	lnc_RNA
MIR4643	NR_039786.1	6	1	92733415	92733492	MIR4643	primary_transcript
MIR4643	unassigned_transcript_1236	6	1	92733464	92733485	MIR4643	miRNA
CASC6	NR_104154.1	6	-1	92840790	92902152	CASC6	lnc_RNA
LOC105377894	XR_007076979.1	6	1	92931399	92941746	LOC105377894	lnc_RNA
LOC124901505	XR_007077488.1	6	1	93331053	93331263	LOC124901505	snoRNA
LOC107986625	XR_007077449.1	6	-1	93533361	93545967	LOC107986625	lnc_RNA
LINC02531	NR_189297.1	6	-1	93796636	93935492	LINC02531	lnc_RNA
LINC02531	NR_189296.1	6	-1	93796636	93801755	LINC02531	lnc_RNA
LOC124901495	XM_047444796.1	6	-1	93855927	93856843	LOC124901495	mRNA
LOC124901507	XR_007077490.1	6	1	94002115	94002327	LOC124901507	snoRNA
LOC105377897	XR_007077406.1	6	1	94191610	94198920	LOC105377897	lnc_RNA
EPHA7	NR_164810.1	6	-1	94452021	94631561	EPHA7	transcript
EPHA7	NM_001376466.1	6	-1	94452021	94631561	EPHA7	mRNA
EPHA7	NM_001288629.2	6	-1	94452021	94631561	EPHA7	mRNA
EPHA7	NM_001376465.1	6	-1	94452021	94631561	EPHA7	mRNA
EPHA7	NM_004440.4	6	-1	94452021	94631561	EPHA7	mRNA
EPHA7	NM_001376470.1	6	-1	94452021	94629162	EPHA7	mRNA
EPHA7	XM_054354449.1	6	-1	94471969	94631561	EPHA7	mRNA
EPHA7	NM_001376468.1	6	-1	94471969	94631561	EPHA7	mRNA
EPHA7	NM_001376471.1	6	-1	94471969	94629384	EPHA7	mRNA
EPHA7	NM_001376467.1	6	-1	94474829	94631561	EPHA7	mRNA
EPHA7	XM_054354450.1	6	-1	94546758	94631561	EPHA7	mRNA
EPHA7	NM_001376469.1	6	-1	94554642	94631561	EPHA7	mRNA
EPHA7	NM_001288630.2	6	-1	94621657	94631561	EPHA7	mRNA
LOC105377899	XR_007077451.1	6	1	94658392	94858731	LOC105377899	lnc_RNA
TSG1	NR_152794.1	6	1	94915984	94958728	TSG1	lnc_RNA
TSG1	NR_015362.2	6	1	94918969	94988595	TSG1	lnc_RNA
TSG1	NR_152795.1	6	1	94930270	94958728	TSG1	lnc_RNA
LOC105377901	XR_007077452.1	6	-1	95765746	95787848	LOC105377901	lnc_RNA
MANEA-DT	NR_104136.1	6	-1	96731046	96748401	MANEA-DT	lnc_RNA
MANEA-DT	NR_047502.1	6	-1	96746122	96748401	MANEA-DT	lnc_RNA
MANEA	NM_024641.4	6	1	96748485	96780392	MANEA	mRNA
MANEA	XM_054356442.1	6	1	96749173	96780392	MANEA	mRNA
LOC107986543	XR_007076980.1	6	1	96834401	96854573	LOC107986543	lnc_RNA
LOC107986626	XR_007076987.1	6	-1	97092547	97186372	LOC107986626	lnc_RNA
LOC107986626	XR_007076986.1	6	-1	97092547	97186372	LOC107986626	lnc_RNA
FUT9	XM_054354058.1	6	1	97186913	97387800	FUT9	mRNA
FUT9	XM_054354056.1	6	1	97186913	97387800	FUT9	mRNA
FUT9	XM_054354059.1	6	1	97186913	97387800	FUT9	mRNA
FUT9	NM_006581.4	6	1	97186913	97387800	FUT9	mRNA
LOC105377905	XR_007076989.1	6	-1	97208895	97229343	LOC105377905	lnc_RNA
LOC105377905	XR_007076988.1	6	-1	97208895	97229343	LOC105377905	lnc_RNA
FUT9	XM_054354057.1	6	1	97249885	97387800	FUT9	mRNA
FUT9	XM_054354054.1	6	1	97249886	97387800	FUT9	mRNA
FUT9	XM_054354055.1	6	1	97249886	97387800	FUT9	mRNA
UFL1-AS1	XR_007076984.1	6	-1	97372530	97693627	UFL1-AS1	lnc_RNA
UFL1-AS1	XR_007076985.1	6	-1	97648994	97693627	UFL1-AS1	lnc_RNA
UFL1-AS1	XR_007076981.1	6	-1	97648994	97693627	UFL1-AS1	lnc_RNA
UFL1-AS1	XR_007076983.1	6	-1	97648994	97693627	UFL1-AS1	lnc_RNA
UFL1-AS1	XR_007076982.1	6	-1	97648994	97693627	UFL1-AS1	lnc_RNA
UFL1	NM_015323.5	6	1	97693702	97727174	UFL1	mRNA
FHL5	NM_020482.6	6	1	97734473	97790488	FHL5	mRNA
