LOC124908428	XM_047447054.1	22	1	50815	76929	LOC124908428	mRNA
MORC2-AS1	NR_026920.1	22	1	31385874	31390214	MORC2-AS1	lnc_RNA
MORC2	NM_001303256.3	22	-1	31388696	31432332	MORC2	mRNA
MORC2	XM_054325276.1	22	-1	31388696	31432332	MORC2	mRNA
MORC2	XM_054325275.1	22	-1	31388696	31432332	MORC2	mRNA
MORC2	XM_054325277.1	22	-1	31388696	31432332	MORC2	mRNA
MORC2	NM_001303257.2	22	-1	31388696	31431845	MORC2	mRNA
MORC2	XM_054325278.1	22	-1	31388696	31431845	MORC2	mRNA
MORC2	NM_014941.3	22	-1	31388696	31431845	MORC2	mRNA
TUG1	NR_152868.2	22	1	31432823	31442955	TUG1	transcript
TUG1	NR_152867.2	22	1	31432823	31442955	TUG1	transcript
TUG1	NM_001398480.1	22	1	31432823	31442955	TUG1	mRNA
TUG1	NM_001398476.1	22	1	31432823	31442955	TUG1	mRNA
TUG1	NM_001398477.1	22	1	31432823	31442955	TUG1	mRNA
TUG1	NM_001396518.1	22	1	31432823	31442955	TUG1	mRNA
TUG1	NM_001398479.1	22	1	31432823	31442955	TUG1	mRNA
TUG1	NM_001398478.1	22	1	31432823	31442955	TUG1	mRNA
SMTN	NR_168472.1	22	1	31527653	31568123	SMTN	transcript
SMTN	NM_001382639.1	22	1	31527653	31568123	SMTN	mRNA
SMTN	NM_001382642.1	22	1	31527653	31568123	SMTN	mRNA
SMTN	NM_001382645.1	22	1	31527653	31568123	SMTN	mRNA
SMTN	NM_001382641.1	22	1	31527653	31568123	SMTN	mRNA
SMTN	NM_001382647.1	22	1	31527653	31568123	SMTN	mRNA
SMTN	NM_001382643.1	22	1	31527653	31568123	SMTN	mRNA
SMTN	NM_001382638.1	22	1	31527653	31568123	SMTN	mRNA
SMTN	NM_001382640.1	22	1	31527653	31568123	SMTN	mRNA
SMTN	NR_168473.1	22	1	31544823	31568123	SMTN	transcript
SMTN	NR_168475.1	22	1	31544823	31568123	SMTN	transcript
SMTN	NR_168474.1	22	1	31544823	31568123	SMTN	transcript
SMTN	XM_054325853.1	22	1	31544823	31568123	SMTN	mRNA
SMTN	XM_054325857.1	22	1	31544823	31568123	SMTN	mRNA
SMTN	XM_054325858.1	22	1	31544823	31568123	SMTN	mRNA
SMTN	NM_001382644.1	22	1	31544823	31568123	SMTN	mRNA
SMTN	XM_054325855.1	22	1	31544823	31568123	SMTN	mRNA
SMTN	XM_054325862.1	22	1	31544823	31568123	SMTN	mRNA
SMTN	NM_001382648.1	22	1	31544823	31568123	SMTN	mRNA
SMTN	NM_134269.3	22	1	31544823	31568123	SMTN	mRNA
SMTN	NM_134270.3	22	1	31544823	31568123	SMTN	mRNA
SMTN	NM_006932.5	22	1	31544823	31568123	SMTN	mRNA
SMTN	NM_001382646.1	22	1	31544823	31568123	SMTN	mRNA
SMTN	XM_054325854.1	22	1	31544823	31564550	SMTN	mRNA
SMTN	XM_054325856.1	22	1	31544823	31564550	SMTN	mRNA
SMTN	XM_054325860.1	22	1	31544823	31564550	SMTN	mRNA
SMTN	XM_054325859.1	22	1	31544823	31564550	SMTN	mRNA
SMTN	XM_054325863.1	22	1	31544823	31564550	SMTN	mRNA
SMTN	XM_054325861.1	22	1	31544823	31563349	SMTN	mRNA
SMTN	XM_054325866.1	22	1	31544823	31560284	SMTN	mRNA
SMTN	XM_054325865.1	22	1	31544823	31560229	SMTN	mRNA
SMTN	NM_001207017.1	22	1	31546365	31568123	SMTN	mRNA
SMTN	NM_001207018.2	22	1	31548501	31568123	SMTN	mRNA
SMTN	XM_054325864.1	22	1	31551519	31568123	SMTN	mRNA
SELENOM	NM_080430.4	22	-1	31568276	31571067	SELENOM	mRNA
INPP5J	XM_054325543.1	22	1	31571393	31598201	INPP5J	mRNA
INPP5J	XM_054325545.1	22	1	31571393	31598201	INPP5J	mRNA
INPP5J	NM_001423473.1	22	1	31586111	31598201	INPP5J	mRNA
INPP5J	XM_054325544.1	22	1	31586123	31598201	INPP5J	mRNA
INPP5J	NM_001423472.1	22	1	31586259	31598201	INPP5J	mRNA
INPP5J	NM_001423476.1	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001284286.2	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001423477.1	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001284289.2	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001423475.1	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001284285.2	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001423474.1	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001284288.2	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001423479.1	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001423481.1	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001002837.3	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001423480.1	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001423478.1	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001284287.2	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001423482.1	22	1	31586463	31598201	INPP5J	mRNA
INPP5J	NM_001423483.1	22	1	31591272	31598201	INPP5J	mRNA
PLA2G3	NM_015715.5	22	-1	31598311	31604012	PLA2G3	mRNA
PLA2G3	XM_054325663.1	22	-1	31598311	31604012	PLA2G3	mRNA
PLA2G3	XM_054325662.1	22	-1	31598311	31604012	PLA2G3	mRNA
MIR3928	NR_037496.1	22	-1	31623550	31623607	MIR3928	primary_transcript
MIR3928	unassigned_transcript_3712	22	-1	31623550	31623571	MIR3928	miRNA
MIR3928	unassigned_transcript_3713	22	-1	31623583	31623605	MIR3928	miRNA
RNF185	NR_024209.2	22	1	31623670	31670571	RNF185	transcript
RNF185	NR_024210.2	22	1	31623670	31670571	RNF185	transcript
RNF185	NR_024211.2	22	1	31623670	31670571	RNF185	transcript
RNF185	NR_024212.2	22	1	31623670	31670571	RNF185	transcript
RNF185	NM_152267.4	22	1	31623670	31670571	RNF185	mRNA
RNF185	NM_001135825.2	22	1	31623670	31670571	RNF185	mRNA
LIMK2	NM_005569.4	22	1	31675859	31744063	LIMK2	mRNA
LIMK2	NM_016733.3	22	1	31712370	31744063	LIMK2	mRNA
LIMK2	NM_001031801.2	22	1	31712370	31741621	LIMK2	mRNA
PIK3IP1	NM_001135911.1	22	-1	31745576	31756513	PIK3IP1	mRNA
PIK3IP1	NM_052880.5	22	-1	31745583	31756467	PIK3IP1	mRNA
LOC105372997	XR_007090589.1	22	-1	31756922	31766766	LOC105372997	lnc_RNA
PATZ1	NM_032050.2	22	-1	31789769	31810306	PATZ1	mRNA
PATZ1	NM_032052.2	22	-1	31789769	31810306	PATZ1	mRNA
PATZ1	NM_014323.3	22	-1	31789769	31810306	PATZ1	mRNA
PIK3IP1-DT	NR_110542.1	22	1	31799309	31801981	PIK3IP1-DT	lnc_RNA
PATZ1	NM_032051.2	22	-1	31804639	31810306	PATZ1	mRNA
LINC01521	NR_120386.1	22	1	31810721	31815117	LINC01521	lnc_RNA
DRG1	NM_004147.4	22	1	31864208	31899052	DRG1	mRNA
EIF4ENIF1	XR_008485405.1	22	-1	31899248	31954469	EIF4ENIF1	transcript
EIF4ENIF1	XR_008485404.1	22	-1	31899248	31953963	EIF4ENIF1	transcript
EIF4ENIF1	XR_008485403.1	22	-1	31899248	31953963	EIF4ENIF1	transcript
EIF4ENIF1	XR_008485406.1	22	-1	31901563	31954469	EIF4ENIF1	transcript
EIF4ENIF1	XM_054325798.1	22	-1	31903969	31958783	EIF4ENIF1	mRNA
EIF4ENIF1	XM_054325797.1	22	-1	31903969	31958783	EIF4ENIF1	mRNA
EIF4ENIF1	NM_001164502.2	22	-1	31903969	31954469	EIF4ENIF1	mRNA
EIF4ENIF1	NM_019843.4	22	-1	31903969	31954469	EIF4ENIF1	mRNA
EIF4ENIF1	XM_054325799.1	22	-1	31903969	31954469	EIF4ENIF1	mRNA
EIF4ENIF1	NM_001164501.2	22	-1	31903969	31954183	EIF4ENIF1	mRNA
EIF4ENIF1	XM_054325800.1	22	-1	31903969	31954183	EIF4ENIF1	mRNA
SFI1	NM_001258325.1	22	1	31960767	32082556	SFI1	mRNA
SFI1	NM_001007467.3	22	1	31961164	32082593	SFI1	mRNA
SFI1	NM_014775.4	22	1	31961164	32082593	SFI1	mRNA
SFI1	NM_001258327.2	22	1	31961164	32082593	SFI1	mRNA
SFI1	NM_001258326.2	22	1	31961164	32082593	SFI1	mRNA
PISD	NM_001326412.1	22	-1	32082496	32126559	PISD	mRNA
PISD	NM_001326421.1	22	-1	32082496	32126559	PISD	mRNA
PISD	NM_001326420.2	22	-1	32082496	32126210	PISD	mRNA
PISD	NM_001326418.2	22	-1	32082496	32126210	PISD	mRNA
PISD	NM_001326413.2	22	-1	32082496	32126210	PISD	mRNA
PISD	NM_001326415.2	22	-1	32082496	32126210	PISD	mRNA
PISD	NM_001326411.2	22	-1	32082496	32126210	PISD	mRNA
PISD	NM_001326414.2	22	-1	32082496	32126210	PISD	mRNA
PISD	NM_001326419.2	22	-1	32082496	32126210	PISD	mRNA
PISD	NM_001326417.2	22	-1	32082496	32126210	PISD	mRNA
PISD	NM_001326416.2	22	-1	32082496	32126210	PISD	mRNA
PISD	NM_178022.2	22	-1	32082496	32102507	PISD	mRNA
PISD	NM_014338.4	22	-1	32082496	32094840	PISD	mRNA
MIR7109	NR_106959.1	22	-1	32085472	32085536	MIR7109	primary_transcript
MIR7109	unassigned_transcript_3714	22	-1	32085478	32085499	MIR7109	miRNA
MIR7109	unassigned_transcript_3715	22	-1	32085511	32085531	MIR7109	miRNA
PRR14L	NM_173566.3	22	-1	32145369	32214180	PRR14L	mRNA
DEPDC5	NR_157126.2	22	1	32218011	32372148	DEPDC5	transcript
DEPDC5	NR_157125.2	22	1	32218011	32372148	DEPDC5	transcript
DEPDC5	NR_146296.2	22	1	32218011	32371130	DEPDC5	transcript
DEPDC5	XR_008485440.1	22	1	32218011	32361244	DEPDC5	transcript
DEPDC5	NM_001364318.2	22	1	32218011	32372148	DEPDC5	mRNA
DEPDC5	NM_001136029.4	22	1	32218011	32372148	DEPDC5	mRNA
DEPDC5	NM_014662.6	22	1	32218011	32372148	DEPDC5	mRNA
DEPDC5	XM_054326180.1	22	1	32218011	32372148	DEPDC5	mRNA
DEPDC5	XM_054326184.1	22	1	32218011	32372148	DEPDC5	mRNA
DEPDC5	NM_001363852.2	22	1	32218011	32371130	DEPDC5	mRNA
DEPDC5	NM_001363854.2	22	1	32218011	32371130	DEPDC5	mRNA
DEPDC5	NM_001242897.2	22	1	32218011	32371130	DEPDC5	mRNA
DEPDC5	NM_001369902.1	22	1	32218011	32371130	DEPDC5	mRNA
DEPDC5	XM_054326191.1	22	1	32218011	32357357	DEPDC5	mRNA
DEPDC5	XM_054326197.1	22	1	32218011	32302465	DEPDC5	mRNA
DEPDC5	XM_054326199.1	22	1	32218011	32302465	DEPDC5	mRNA
DEPDC5	XM_054326198.1	22	1	32218011	32294862	DEPDC5	mRNA
DEPDC5	NR_157128.1	22	1	32218062	32371130	DEPDC5	transcript
DEPDC5	NR_110988.2	22	1	32218062	32371130	DEPDC5	transcript
DEPDC5	NM_001242896.3	22	1	32218062	32372148	DEPDC5	mRNA
DEPDC5	XM_054326181.1	22	1	32218062	32372148	DEPDC5	mRNA
DEPDC5	NM_001364320.2	22	1	32218062	32372148	DEPDC5	mRNA
DEPDC5	XM_054326178.1	22	1	32218062	32372148	DEPDC5	mRNA
DEPDC5	XM_054326185.1	22	1	32218062	32372148	DEPDC5	mRNA
DEPDC5	NM_001364319.2	22	1	32218062	32372148	DEPDC5	mRNA
DEPDC5	XM_054326186.1	22	1	32218062	32372148	DEPDC5	mRNA
DEPDC5	XM_054326182.1	22	1	32218062	32372148	DEPDC5	mRNA
DEPDC5	XM_054326179.1	22	1	32218062	32372148	DEPDC5	mRNA
DEPDC5	XM_054326183.1	22	1	32218062	32372148	DEPDC5	mRNA
DEPDC5	XM_054326187.1	22	1	32218062	32372148	DEPDC5	mRNA
DEPDC5	XM_054326189.1	22	1	32218062	32357357	DEPDC5	mRNA
DEPDC5	XM_054326194.1	22	1	32218062	32343433	DEPDC5	mRNA
DEPDC5	XM_054326188.1	22	1	32218062	32343389	DEPDC5	mRNA
DEPDC5	XM_054326193.1	22	1	32218062	32343389	DEPDC5	mRNA
DEPDC5	XM_054326192.1	22	1	32218062	32338057	DEPDC5	mRNA
DEPDC5	NM_001007188.4	22	1	32218062	32279678	DEPDC5	mRNA
DEPDC5	NM_001369903.1	22	1	32218066	32371130	DEPDC5	mRNA
DEPDC5	NM_001369901.1	22	1	32218066	32371130	DEPDC5	mRNA
DEPDC5	XM_054326190.1	22	1	32248897	32372148	DEPDC5	mRNA
DEPDC5	XM_054326195.1	22	1	32294834	32372148	DEPDC5	mRNA
DEPDC5	XM_054326196.1	22	1	32294834	32372148	DEPDC5	mRNA
LOC105372998	XR_007090590.1	22	-1	32389405	32394212	LOC105372998	lnc_RNA
YWHAH-AS1	NR_126507.1	22	-1	32397640	32409476	YWHAH-AS1	lnc_RNA
YWHAH-AS1	NR_171018.1	22	-1	32397642	32409480	YWHAH-AS1	lnc_RNA
YWHAH-AS1	NR_171020.1	22	-1	32397642	32402568	YWHAH-AS1	lnc_RNA
YWHAH-AS1	NR_171019.1	22	-1	32397642	32402568	YWHAH-AS1	lnc_RNA
YWHAH	NM_003405.4	22	1	32408656	32421713	YWHAH	mRNA
LOC124905158	XR_007090825.1	22	1	32417513	32417615	LOC124905158	snoRNA
LINC02558	NR_149128.1	22	1	32434926	32501349	LINC02558	lnc_RNA
SLC5A1	NM_000343.4	22	1	32507411	32577165	SLC5A1	mRNA
SLC5A1	XM_054325852.1	22	1	32507411	32566278	SLC5A1	mRNA
SLC5A1	NM_001256314.2	22	1	32523284	32577165	SLC5A1	mRNA
LOC105373000	XR_007090592.1	22	-1	32570993	32585887	LOC105373000	lnc_RNA
LOC105373000	XR_007090591.1	22	-1	32579121	32585887	LOC105373000	lnc_RNA
AP1B1P1	NR_040114.1	22	1	32586112	32597612	AP1B1P1	transcript
C22orf42	XM_054325145.1	22	-1	32613084	32624517	C22orf42	mRNA
C22orf42	XM_054325146.1	22	-1	32613084	32623932	C22orf42	mRNA
C22orf42	XM_054325148.1	22	-1	32613084	32623932	C22orf42	mRNA
C22orf42	NM_001010859.3	22	-1	32613084	32623381	C22orf42	mRNA
C22orf42	XM_054325147.1	22	-1	32614474	32624526	C22orf42	mRNA
RFPL2	NM_001159545.3	22	-1	32654520	32669156	RFPL2	mRNA
RFPL2	NM_001159546.3	22	-1	32654520	32669156	RFPL2	mRNA
RFPL2	NM_001394555.1	22	-1	32654520	32669156	RFPL2	mRNA
RFPL2	NM_001364982.2	22	-1	32654520	32669156	RFPL2	mRNA
RFPL2	NM_001394554.1	22	-1	32654520	32669156	RFPL2	mRNA
RFPL2	NM_001394557.1	22	-1	32654520	32669156	RFPL2	mRNA
RFPL2	NM_001364984.3	22	-1	32654520	32669156	RFPL2	mRNA
RFPL2	NM_001394556.1	22	-1	32654520	32669156	RFPL2	mRNA
RFPL2	NM_001364983.3	22	-1	32654520	32669156	RFPL2	mRNA
RFPL2	NM_001364985.3	22	-1	32654520	32669156	RFPL2	mRNA
RFPL2	NM_001394558.1	22	-1	32654520	32669156	RFPL2	mRNA
RFPL2	NM_001364986.3	22	-1	32654520	32669156	RFPL2	mRNA
RFPL2	NM_001394559.1	22	-1	32654520	32667560	RFPL2	mRNA
RFPL2	NM_001098527.3	22	-1	32654520	32667560	RFPL2	mRNA
RFPL2	XM_054324985.1	22	-1	32654520	32667560	RFPL2	mRNA
SLC5A4-AS1	NR_149072.1	22	1	32669198	32737704	SLC5A4-AS1	lnc_RNA
SLC5A4	XM_054325869.1	22	-1	32682547	32819011	SLC5A4	mRNA
SLC5A4	XM_054325868.1	22	-1	32682547	32819011	SLC5A4	mRNA
SLC5A4	XM_054325867.1	22	-1	32682547	32818992	SLC5A4	mRNA
SLC5A4	XM_054325870.1	22	-1	32682547	32816863	SLC5A4	mRNA
SLC5A4	NM_014227.3	22	-1	32682547	32719435	SLC5A4	mRNA
SLC5A4	XM_054325871.1	22	-1	32682547	32719435	SLC5A4	mRNA
LOC107985561	XR_007090593.1	22	-1	32790759	32810302	LOC107985561	lnc_RNA
RFPL3	NM_006604.2	22	1	32818820	32825092	RFPL3	mRNA
RFPL3	NM_001098535.1	22	1	32821798	32825092	RFPL3	mRNA
RFPL3S	NR_104232.1	22	-1	32823837	32835195	RFPL3S	lnc_RNA
RFPL3S	NR_001450.3	22	-1	32823837	32835007	RFPL3S	lnc_RNA
RFPL3S	NR_002596.2	22	-1	32823837	32835007	RFPL3S	lnc_RNA
LOC339666	NR_038918.1	22	1	32840587	32848259	LOC339666	lnc_RNA
RTCB	NM_014306.5	22	-1	32851498	32876163	RTCB	mRNA
BPIFC	XM_054325459.1	22	-1	32877760	32928344	BPIFC	mRNA
BPIFC	NM_174932.3	22	-1	32877760	32928344	BPIFC	mRNA
BPIFC	XM_054325458.1	22	-1	32877760	32928344	BPIFC	mRNA
BPIFC	XM_054325457.1	22	-1	32877760	32923661	BPIFC	mRNA
BPIFC	XM_054325456.1	22	-1	32877760	32923643	BPIFC	mRNA
BPIFC	XM_054325460.1	22	-1	32877760	32911543	BPIFC	mRNA
FBXO7	NM_012179.4	22	1	32938705	32962724	FBXO7	mRNA
FBXO7	NM_001257990.2	22	1	32939162	32962724	FBXO7	mRNA
FBXO7	NM_001033024.2	22	1	32939162	32962724	FBXO7	mRNA
SYN3	XM_054325984.1	22	-1	32971715	33522831	SYN3	mRNA
SYN3	XM_054325981.1	22	-1	32971715	33522824	SYN3	mRNA
SYN3	NM_001369909.1	22	-1	32971715	33522819	SYN3	mRNA
SYN3	NM_001369907.1	22	-1	32971715	33522819	SYN3	mRNA
SYN3	NM_001135774.2	22	-1	32971715	33522819	SYN3	mRNA
SYN3	NM_003490.4	22	-1	32971715	33522819	SYN3	mRNA
SYN3	XM_054325978.1	22	-1	32971715	33522804	SYN3	mRNA
SYN3	NM_001369910.1	22	-1	32971715	33522026	SYN3	mRNA
SYN3	XM_054325982.1	22	-1	32971715	33516982	SYN3	mRNA
SYN3	NM_001369908.1	22	-1	32971715	33516982	SYN3	mRNA
SYN3	XM_054325979.1	22	-1	32971715	33516982	SYN3	mRNA
SYN3	XM_054325983.1	22	-1	32971715	33516982	SYN3	mRNA
SYN3	XM_054325980.1	22	-1	32971715	33479437	SYN3	mRNA
SYN3	NM_133633.3	22	-1	32971715	33471239	SYN3	mRNA
SYN3	XM_054325985.1	22	-1	32971715	33423279	SYN3	mRNA
SYN3	XM_054325987.1	22	-1	32981936	33522819	SYN3	mRNA
SYN3	XM_054325988.1	22	-1	32981936	33522819	SYN3	mRNA
SYN3	XM_054325986.1	22	-1	32981936	33516982	SYN3	mRNA
SYN3	XM_054325989.1	22	-1	32981955	33522819	SYN3	mRNA
LOC124905103	XR_007090596.1	22	1	32995805	33021587	LOC124905103	lnc_RNA
LOC124905103	XR_007090597.1	22	1	32995805	33021587	LOC124905103	lnc_RNA
SYN3-AS1	XR_007090594.1	22	1	33039108	33050682	SYN3-AS1	lnc_RNA
SYN3-AS1	XR_007090595.1	22	1	33045925	33050682	SYN3-AS1	lnc_RNA
LOC124908417	XR_007090600.1	22	1	33051377	33053213	LOC124908417	lnc_RNA
LOC107985545	XR_007090599.1	22	1	33085689	33094081	LOC107985545	lnc_RNA
LOC105373002	XR_007090598.1	22	1	33105388	33128731	LOC105373002	lnc_RNA
TIMP3	NM_000362.5	22	1	33266136	33327517	TIMP3	mRNA
LINC01640	NR_134617.1	22	1	33573001	33580776	LINC01640	lnc_RNA
LARGE1	XR_008485436.1	22	-1	33627091	34377802	LARGE1	transcript
LARGE1	XR_008485435.1	22	-1	33627097	34377802	LARGE1	transcript
LARGE1	XM_054326135.1	22	-1	33629227	34377802	LARGE1	mRNA
LARGE1	NM_001362953.2	22	-1	33737382	34380164	LARGE1	mRNA
LARGE1	NM_001362949.2	22	-1	33737382	34380164	LARGE1	mRNA
LARGE1	NM_001378627.1	22	-1	33737382	34379903	LARGE1	mRNA
LARGE1	NM_001362951.2	22	-1	33737382	34379903	LARGE1	mRNA
LARGE1	NM_001378624.1	22	-1	33737382	34379903	LARGE1	mRNA
LARGE1	NM_001378629.1	22	-1	33737382	34377802	LARGE1	mRNA
LARGE1	NM_001378628.1	22	-1	33737382	34377802	LARGE1	mRNA
LARGE1	NM_133642.5	22	-1	33737382	34377802	LARGE1	mRNA
LARGE1	NM_004737.7	22	-1	33737382	34377802	LARGE1	mRNA
LARGE1	XM_054326133.1	22	-1	33737382	34377802	LARGE1	mRNA
LARGE1	XM_054326134.1	22	-1	33737382	34377802	LARGE1	mRNA
LARGE1	NM_001378626.1	22	-1	33737382	34330658	LARGE1	mRNA
LARGE1	NM_001378625.1	22	-1	33737382	34330658	LARGE1	mRNA
LARGE1	XM_054326136.1	22	-1	33737382	34042112	LARGE1	mRNA
LARGE1	NM_001378631.1	22	-1	33737382	34029809	LARGE1	mRNA
LARGE1	NM_001378630.1	22	-1	33737382	34029809	LARGE1	mRNA
LARGE1	XM_054326137.1	22	-1	33737382	33824655	LARGE1	mRNA
LARGE1	XM_054326138.1	22	-1	33824661	34377802	LARGE1	mRNA
MIR4764	NR_039921.1	22	-1	33893987	33894074	MIR4764	primary_transcript
MIR4764	unassigned_transcript_3716	22	-1	33893993	33894014	MIR4764	miRNA
MIR4764	unassigned_transcript_3717	22	-1	33894045	33894065	MIR4764	miRNA
LOC105373007	XR_007090601.1	22	1	34031319	34046590	LOC105373007	lnc_RNA
SNORA50B	NR_145833.1	22	-1	34162229	34162363	SNORA50B	snoRNA
LARGE-AS1	NR_038949.1	22	1	34182424	34208263	LARGE-AS1	lnc_RNA
LARGE-AS1	NR_038950.1	22	1	34182424	34208263	LARGE-AS1	lnc_RNA
LARGE1-AS1	XR_007090602.1	22	1	34378551	34380106	LARGE1-AS1	lnc_RNA
LINC01643	NR_183602.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183600.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183601.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183585.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183590.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183599.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183589.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183591.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183598.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183597.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183596.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183592.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183594.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183604.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183587.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183595.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183586.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183588.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183605.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183603.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183606.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LINC01643	NR_183593.1	22	1	34474768	34676540	LINC01643	lnc_RNA
LL22NC03-13G6.2	XR_007090620.1	22	-1	34665402	34668375	LL22NC03-13G6.2	lnc_RNA
LOC124905108	XR_007090621.1	22	-1	34733263	34742494	LOC124905108	lnc_RNA
LOC105373012	XR_007090622.1	22	-1	34807386	34820002	LOC105373012	lnc_RNA
LOC105373012	XR_007090623.1	22	-1	34813121	34820002	LOC105373012	lnc_RNA
LOC105373013	XR_007090624.1	22	1	35094388	35124719	LOC105373013	lnc_RNA
LINC02885	NR_138042.1	22	-1	35215471	35456746	LINC02885	lnc_RNA
LOC105373014	XR_007090625.1	22	1	35216266	35227657	LOC105373014	lnc_RNA
LOC105373015	XR_007090626.1	22	-1	35405909	35411609	LOC105373015	lnc_RNA
ISX	NM_001438732.1	22	1	35524974	35546195	ISX	mRNA
ISX	NM_001303508.2	22	1	35524974	35546195	ISX	mRNA
LINC01399	NR_126356.1	22	-1	35578637	35689949	LINC01399	lnc_RNA
LOC105373017	XR_007090630.1	22	-1	35691531	35719442	LOC105373017	lnc_RNA
LOC105373017	XR_007090629.1	22	-1	35691531	35719442	LOC105373017	lnc_RNA
LOC105373017	XR_007090628.1	22	-1	35691531	35715366	LOC105373017	lnc_RNA
LOC105373017	XR_007090631.1	22	-1	35691531	35715350	LOC105373017	lnc_RNA
LOC105373017	XR_007090627.1	22	-1	35691531	35715340	LOC105373017	lnc_RNA
HMGXB4	XM_054324974.1	22	1	35700425	35753698	HMGXB4	mRNA
HMGXB4	NR_027780.2	22	1	35715410	35753698	HMGXB4	transcript
HMGXB4	NM_001003681.3	22	1	35715410	35753698	HMGXB4	mRNA
HMGXB4	NM_001362972.2	22	1	35715410	35753698	HMGXB4	mRNA
HMGXB4	XM_054324973.1	22	1	35715410	35753698	HMGXB4	mRNA
TOM1	NM_001135729.2	22	1	35757154	35805980	TOM1	mRNA
TOM1	NR_024194.2	22	1	35757772	35805980	TOM1	transcript
TOM1	NR_024195.2	22	1	35757772	35805980	TOM1	transcript
TOM1	NR_156428.2	22	1	35757772	35805980	TOM1	transcript
TOM1	NM_001135732.2	22	1	35757772	35805980	TOM1	mRNA
TOM1	NM_005488.3	22	1	35757772	35805980	TOM1	mRNA
TOM1	NM_001135730.2	22	1	35757772	35805980	TOM1	mRNA
TOM1	XM_054324975.1	22	1	35757772	35805980	TOM1	mRNA
TOM1	XM_054324976.1	22	1	35757772	35805980	TOM1	mRNA
TOM1	XM_054324978.1	22	1	35757772	35805980	TOM1	mRNA
TOM1	XM_054324977.1	22	1	35775758	35805980	TOM1	mRNA
TOM1	XM_054324979.1	22	1	35775758	35805980	TOM1	mRNA
MIR3909	NR_037471.1	22	1	35793525	35793643	MIR3909	primary_transcript
MIR3909	unassigned_transcript_3718	22	1	35793595	35793616	MIR3909	miRNA
MIR6069	NR_106717.1	22	-1	35794606	35794684	MIR6069	primary_transcript
MIR6069	unassigned_transcript_3719	22	-1	35794653	35794673	MIR6069	miRNA
HMOX1	NM_002133.3	22	1	35839114	35852226	HMOX1	mRNA
MCM5	XM_054325621.1	22	1	35858159	35913280	MCM5	mRNA
MCM5	XM_054325620.1	22	1	35858159	35913169	MCM5	mRNA
MCM5	NM_006739.4	22	1	35858159	35883425	MCM5	mRNA
RASD2	NM_001376515.1	22	1	35991542	36012893	RASD2	mRNA
RASD2	NM_001376516.1	22	1	35998793	36012893	RASD2	mRNA
RASD2	NM_001366725.1	22	1	35999387	36012893	RASD2	mRNA
RASD2	NM_014310.4	22	1	35999724	36012893	RASD2	mRNA
RASD2	XM_054325397.1	22	1	36000400	36012893	RASD2	mRNA
RASD2	XM_054325398.1	22	1	36000400	36012893	RASD2	mRNA
LOC107985590	XR_007090632.1	22	-1	36032289	36048062	LOC107985590	lnc_RNA
MB	NM_001382813.1	22	-1	36065732	36082323	MB	mRNA
