LINC01986	NR_110824.1	3	1	3392	16126	LINC01986	lnc_RNA
ABI3BP	XM_054346080.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346066.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346064.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	NM_001349330.2	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	NM_001349331.2	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346062.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346058.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346056.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346073.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346072.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346055.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346049.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346081.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346079.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346077.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346067.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346053.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346046.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346074.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346065.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346050.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	NM_001365642.2	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346061.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346052.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346047.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346039.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346078.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346082.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346076.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346075.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346063.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346059.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346043.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	NM_001375550.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346070.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346040.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346071.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346069.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346068.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346060.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346057.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346048.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346044.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346038.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346045.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346054.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346051.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346042.1	3	-1	103455127	103699234	ABI3BP	mRNA
ABI3BP	XM_054346041.1	3	-1	103455127	103699234	ABI3BP	mRNA
LOC124906260	XR_007073686.1	3	1	103492283	103506310	LOC124906260	lnc_RNA
ABI3BP	NM_001365643.2	3	-1	103521806	103699234	ABI3BP	mRNA
LOC124906261	XR_007073687.1	3	1	103620417	103661533	LOC124906261	lnc_RNA
LOC124906261	XR_007073688.1	3	1	103644208	103661533	LOC124906261	lnc_RNA
LOC124906356	XR_007074179.1	3	1	103907774	103907877	LOC124906356	snoRNA
IMPG2	NM_016247.4	3	-1	103928482	104026449	IMPG2	mRNA
SENP7	NM_001282803.2	3	-1	104030073	104219481	SENP7	mRNA
SENP7	XM_054347366.1	3	-1	104030073	104219481	SENP7	mRNA
SENP7	NM_001282802.2	3	-1	104030073	104219481	SENP7	mRNA
SENP7	XM_054347363.1	3	-1	104030073	104219481	SENP7	mRNA
SENP7	XM_054347362.1	3	-1	104030073	104219481	SENP7	mRNA
SENP7	NM_001282801.2	3	-1	104030073	104219481	SENP7	mRNA
SENP7	NM_001077203.3	3	-1	104030073	104219481	SENP7	mRNA
SENP7	NM_020654.5	3	-1	104030073	104219481	SENP7	mRNA
SENP7	XM_054347361.1	3	-1	104030073	104219481	SENP7	mRNA
SENP7	XM_054347360.1	3	-1	104030073	104219481	SENP7	mRNA
SENP7	XM_054347359.1	3	-1	104030073	104219481	SENP7	mRNA
SENP7	XM_054347358.1	3	-1	104030073	104219481	SENP7	mRNA
SENP7	XM_054347365.1	3	-1	104038677	104219481	SENP7	mRNA
SENP7	XM_054347364.1	3	-1	104039411	104219481	SENP7	mRNA
SENP7	XR_008486767.1	3	-1	104045987	104219481	SENP7	transcript
SENP7	XR_008486766.1	3	-1	104045987	104219481	SENP7	transcript
SENP7	XM_054347367.1	3	-1	104055542	104219481	SENP7	mRNA
SENP7	NM_001282804.2	3	-1	104077729	104219481	SENP7	mRNA
LOC124906362	XR_007074184.1	3	1	104208419	104208521	LOC124906362	snoRNA
ARB2BP	NR_036433.2	3	1	104225133	104230152	ARB2BP	transcript
TRMT10C	NM_017819.4	3	1	104274164	104278741	TRMT10C	mRNA
PCNP	NR_135229.1	3	1	104286707	104307080	PCNP	transcript
PCNP	NR_135232.1	3	1	104286707	104307080	PCNP	transcript
PCNP	NR_135227.1	3	1	104286707	104307080	PCNP	transcript
PCNP	NR_135223.1	3	1	104286707	104307080	PCNP	transcript
PCNP	NR_135228.1	3	1	104286707	104307080	PCNP	transcript
PCNP	NR_135225.1	3	1	104286707	104307080	PCNP	transcript
PCNP	NR_135230.1	3	1	104286707	104307080	PCNP	transcript
PCNP	NR_135226.1	3	1	104286707	104307080	PCNP	transcript
PCNP	NR_135224.1	3	1	104286707	104307080	PCNP	transcript
PCNP	NR_135231.1	3	1	104286707	104307080	PCNP	transcript
PCNP	NM_001320399.1	3	1	104286707	104307080	PCNP	mRNA
PCNP	NM_001320395.1	3	1	104286707	104307080	PCNP	mRNA
PCNP	NM_001320398.1	3	1	104286707	104307080	PCNP	mRNA
PCNP	XM_054347352.1	3	1	104286707	104307080	PCNP	mRNA
PCNP	NM_001320401.1	3	1	104286707	104307080	PCNP	mRNA
PCNP	NM_001320400.1	3	1	104286707	104307080	PCNP	mRNA
PCNP	NM_001320397.1	3	1	104286707	104307080	PCNP	mRNA
PCNP	NM_020357.3	3	1	104286793	104307080	PCNP	mRNA
ZBTB11	NM_014415.4	3	-1	104361496	104389742	ZBTB11	mRNA
ZBTB11	XM_054346169.1	3	-1	104361496	104388958	ZBTB11	mRNA
ZBTB11	XM_054346170.1	3	-1	104361496	104379413	ZBTB11	mRNA
ZBTB11-AS1	NR_024407.1	3	1	104389040	104391827	ZBTB11-AS1	lnc_RNA
RPL24	NM_000986.4	3	-1	104393768	104399383	RPL24	mRNA
LOC124906262	XM_047444139.1	3	1	104399476	104411563	LOC124906262	mRNA
LOC124906262	XM_047444140.1	3	1	104399476	104411563	LOC124906262	mRNA
PDCL3P4	NR_002941.2	3	1	104425103	104426085	PDCL3P4	transcript
CEP97	NM_024548.4	3	1	104437398	104483348	CEP97	mRNA
CEP97	NM_001303401.2	3	1	104437398	104483348	CEP97	mRNA
CEP97	NM_001410784.1	3	1	104437398	104483348	CEP97	mRNA
CEP97	NM_001410785.1	3	1	104437398	104483348	CEP97	mRNA
CEP97	XM_054347858.1	3	1	104440253	104483348	CEP97	mRNA
NXPE3	NR_145993.2	3	1	104492001	104541024	NXPE3	transcript
NXPE3	NM_001348992.2	3	1	104492001	104541024	NXPE3	mRNA
NXPE3	NM_001348994.2	3	1	104492001	104541024	NXPE3	mRNA
NXPE3	NM_001348993.2	3	1	104492001	104541024	NXPE3	mRNA
NXPE3	NM_001348995.2	3	1	104492001	104541024	NXPE3	mRNA
NXPE3	NM_145037.4	3	1	104492001	104541024	NXPE3	mRNA
NXPE3	NM_001348997.2	3	1	104492001	104541024	NXPE3	mRNA
NXPE3	NM_001348990.2	3	1	104492454	104541024	NXPE3	mRNA
NXPE3	NM_001348991.2	3	1	104492454	104541024	NXPE3	mRNA
NXPE3	NM_001348996.2	3	1	104492454	104541024	NXPE3	mRNA
NXPE3	NM_001134456.2	3	1	104492454	104541024	NXPE3	mRNA
NXPE3	NM_001348998.2	3	1	104492454	104541024	NXPE3	mRNA
NFKBIZ	NM_001005474.3	3	1	104540783	104573840	NFKBIZ	mRNA
NFKBIZ	NM_031419.4	3	1	104562306	104573840	NFKBIZ	mRNA
RDUR	NR_026934.1	3	1	104653730	104710816	RDUR	lnc_RNA
LOC101929411	NR_135549.1	3	1	104877668	104878834	LOC101929411	lnc_RNA
LOC107986105	XR_007073689.1	3	1	105012802	105016814	LOC107986105	lnc_RNA
ZPLD1	XM_054345211.1	3	1	105100434	105195138	ZPLD1	mRNA
ZPLD1	XM_054345212.1	3	1	105133315	105195138	ZPLD1	mRNA
ZPLD1	NM_001329788.2	3	1	105150300	105195138	ZPLD1	mRNA
ZPLD1	NM_175056.2	3	1	105150300	105195138	ZPLD1	mRNA
LOC105374016	XR_007073695.1	3	-1	105283325	105420833	LOC105374016	lnc_RNA
LOC105374016	XR_007073692.1	3	-1	105376140	105420833	LOC105374016	lnc_RNA
LOC107986106	XR_007073700.1	3	1	105376184	105382451	LOC107986106	lnc_RNA
LOC105374016	XR_007073694.1	3	-1	105376960	105420833	LOC105374016	lnc_RNA
LOC105374016	XR_007073693.1	3	-1	105376960	105420833	LOC105374016	lnc_RNA
LOC105374016	XR_007073690.1	3	-1	105376960	105420833	LOC105374016	lnc_RNA
LOC105374016	XR_007073691.1	3	-1	105376960	105403446	LOC105374016	lnc_RNA
LOC105374016	XR_007073696.1	3	-1	105376960	105382874	LOC105374016	lnc_RNA
LOC105374017	XR_007073697.1	3	1	105425904	105442874	LOC105374017	lnc_RNA
LOC105374017	XR_007073698.1	3	1	105427406	105442874	LOC105374017	lnc_RNA
LOC105374017	XR_007073699.1	3	1	105427878	105442874	LOC105374017	lnc_RNA
LOC105374018	XR_007073203.1	3	-1	105616767	105642826	LOC105374018	lnc_RNA
LOC105374018	XR_007073204.1	3	-1	105616767	105631569	LOC105374018	lnc_RNA
MIR548AB	NR_039611.1	3	-1	106240868	106240951	MIR548AB	primary_transcript
MIR548AB	unassigned_transcript_734	3	-1	106240920	106240941	MIR548AB	miRNA
LOC105374020	XR_007073206.1	3	-1	107006330	107085756	LOC105374020	lnc_RNA
LOC105374020	XR_007073205.1	3	-1	107052827	107175247	LOC105374020	lnc_RNA
LOC105374021	XR_007073208.1	3	-1	107224109	107274653	LOC105374021	lnc_RNA
LOC105374021	XR_007073207.1	3	-1	107224109	107245704	LOC105374021	lnc_RNA
LOC107986108	XR_007073211.1	3	-1	107348212	107575746	LOC107986108	lnc_RNA
LOC107986108	XR_007073210.1	3	-1	107480106	107575746	LOC107986108	lnc_RNA
LOC107986108	XR_007073213.1	3	-1	107514076	107627745	LOC107986108	lnc_RNA
LOC107986108	XR_007073212.1	3	-1	107514076	107575746	LOC107986108	lnc_RNA
LOC107986108	XR_007073209.1	3	-1	107514076	107575746	LOC107986108	lnc_RNA
LOC107986108	XR_007073214.1	3	-1	107514076	107552622	LOC107986108	lnc_RNA
LOC105374023	XR_007074147.1	3	1	107713390	107735745	LOC105374023	lnc_RNA
LOC105374023	XR_007074148.1	3	1	107713390	107735745	LOC105374023	lnc_RNA
ALCAM	NM_001627.4	3	1	108084937	108294916	ALCAM	mRNA
ALCAM	NM_001243280.2	3	1	108084937	108294916	ALCAM	mRNA
ALCAM	NM_001243281.2	3	1	108084937	108271191	ALCAM	mRNA
ALCAM	NM_001243283.2	3	1	108084937	108243413	ALCAM	mRNA
LOC124906263	XR_007073701.1	3	1	108156902	108161550	LOC124906263	lnc_RNA
CBLB	NR_135810.2	3	-1	108373636	108587703	CBLB	transcript
CBLB	NR_135811.2	3	-1	108373636	108587314	CBLB	transcript
CBLB	NR_135808.2	3	-1	108373636	108587314	CBLB	transcript
CBLB	NR_135809.2	3	-1	108373636	108587314	CBLB	transcript
CBLB	NR_135806.2	3	-1	108373636	108587314	CBLB	transcript
CBLB	NR_135807.2	3	-1	108373636	108587314	CBLB	transcript
CBLB	NR_135812.1	3	-1	108373636	108586861	CBLB	transcript
CBLB	XM_054348226.1	3	-1	108373636	108587751	CBLB	mRNA
CBLB	XM_054348230.1	3	-1	108373636	108587703	CBLB	mRNA
CBLB	NM_001321790.2	3	-1	108373636	108587703	CBLB	mRNA
CBLB	XM_054348225.1	3	-1	108373636	108587703	CBLB	mRNA
CBLB	NM_001321796.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321806.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321797.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321794.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321791.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321788.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321808.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321820.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321799.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321816.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321811.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321798.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321795.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321793.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_170662.5	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321822.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	NM_001321807.2	3	-1	108373636	108587314	CBLB	mRNA
CBLB	XM_054348227.1	3	-1	108373636	108586855	CBLB	mRNA
CBLB	XM_054348231.1	3	-1	108373636	108586683	CBLB	mRNA
CBLB	XM_054348229.1	3	-1	108373636	108586683	CBLB	mRNA
CBLB	XM_054348228.1	3	-1	108373636	108586683	CBLB	mRNA
CBLB	NM_001321786.1	3	-1	108373636	108586683	CBLB	mRNA
CBLB	NM_001321789.1	3	-1	108373636	108586621	CBLB	mRNA
CBLB	NM_001321813.1	3	-1	108373636	108585893	CBLB	mRNA
CBLB	XM_054348236.1	3	-1	108373636	108571735	CBLB	mRNA
CBLB	XM_054348235.1	3	-1	108373636	108557732	CBLB	mRNA
CBLB	XM_054348238.1	3	-1	108373636	108468063	CBLB	mRNA
CBLB	XM_054348237.1	3	-1	108388475	108587314	CBLB	mRNA
CBLB	XM_054348233.1	3	-1	108388475	108586683	CBLB	mRNA
CBLB	XM_054348232.1	3	-1	108388475	108586683	CBLB	mRNA
CBLB	XM_054348234.1	3	-1	108389289	108586683	CBLB	mRNA
LOC105374024	XR_007073702.1	3	-1	108591868	108598873	LOC105374024	lnc_RNA
LOC105374026	XR_007073703.1	3	-1	108778229	108788478	LOC105374026	lnc_RNA
LOC107986112	XR_007073704.1	3	-1	109017736	109023121	LOC107986112	lnc_RNA
LOC101929485	XR_007073705.1	3	-1	109097083	109351655	LOC101929485	lnc_RNA
LOC105374029	XR_007073707.1	3	-1	109400225	109470629	LOC105374029	lnc_RNA
LOC101929534	XR_007073711.1	3	-1	109530513	109542943	LOC101929534	lnc_RNA
LOC101929534	XR_007073710.1	3	-1	109530513	109542943	LOC101929534	lnc_RNA
LOC101929534	XR_007073708.1	3	-1	109530513	109542943	LOC101929534	lnc_RNA
LOC101929534	XR_007073709.1	3	-1	109530513	109542943	LOC101929534	lnc_RNA
LOC124906264	XR_007073712.1	3	-1	109597030	109601729	LOC124906264	lnc_RNA
LOC107986021	XR_007073706.1	3	-1	109631812	109647769	LOC107986021	lnc_RNA
LINC00882	NR_028303.1	3	-1	109829478	109960322	LINC00882	lnc_RNA
DUBR	NR_028302.1	3	1	109960376	110046666	DUBR	lnc_RNA
DUBR	NR_028301.1	3	1	109960376	109968557	DUBR	lnc_RNA
CCDC54	NM_032600.3	3	1	110097142	110098338	CCDC54	mRNA
CCDC54-AS1	NR_126332.1	3	-1	110100179	110101862	CCDC54-AS1	lnc_RNA
LINC01990	NR_110039.1	3	1	110150717	110183698	LINC01990	lnc_RNA
BBX	XM_054347283.1	3	1	110242748	110531095	BBX	mRNA
BBX	XM_054347288.1	3	1	110242748	110531095	BBX	mRNA
BBX	XM_054347295.1	3	1	110242748	110531095	BBX	mRNA
BBX	XM_054347282.1	3	1	110242748	110531095	BBX	mRNA
BBX	NM_001142568.3	3	1	110242748	110531095	BBX	mRNA
BBX	NM_020235.7	3	1	110242748	110531095	BBX	mRNA
BBX	NM_001276286.2	3	1	110242748	110531095	BBX	mRNA
BBX	XM_054347286.1	3	1	110242912	110531095	BBX	mRNA
BBX	XM_054347287.1	3	1	110243232	110531095	BBX	mRNA
BBX	XM_054347284.1	3	1	110243660	110531095	BBX	mRNA
BBX	XM_054347285.1	3	1	110245179	110531095	BBX	mRNA
BBX	XM_054347289.1	3	1	110318762	110531095	BBX	mRNA
BBX	XM_054347280.1	3	1	110365618	110531095	BBX	mRNA
BBX	XM_054347281.1	3	1	110365618	110531095	BBX	mRNA
BBX	XM_054347291.1	3	1	110365618	110531095	BBX	mRNA
BBX	XM_054347292.1	3	1	110365618	110531095	BBX	mRNA
BBX	XM_054347293.1	3	1	110365618	110531095	BBX	mRNA
BBX	XM_054347294.1	3	1	110365618	110531095	BBX	mRNA
BBX	XM_054347296.1	3	1	110365618	110531095	BBX	mRNA
BBX	XM_054347297.1	3	1	110365618	110531095	BBX	mRNA
BBX	XM_054347290.1	3	1	110365664	110531095	BBX	mRNA
BBX	XM_054347299.1	3	1	110395955	110531095	BBX	mRNA
BBX	XM_054347300.1	3	1	110395958	110531095	BBX	mRNA
BBX	XM_054347298.1	3	1	110397169	110531095	BBX	mRNA
BBX	XM_054347301.1	3	1	110397169	110531095	BBX	mRNA
BBX	XM_054347302.1	3	1	110397169	110531095	BBX	mRNA
LINC00635	NR_024276.1	3	-1	110561411	110597815	LINC00635	lnc_RNA
LINC00635	NR_015414.1	3	-1	110561411	110597815	LINC00635	lnc_RNA
LINC00636	NR_015394.1	3	1	110602952	110648654	LINC00636	lnc_RNA
LOC124906266	XR_007073714.1	3	-1	110730563	110735649	LOC124906266	lnc_RNA
LOC124906265	XR_007073713.1	3	-1	110750455	110759749	LOC124906265	lnc_RNA
CD47	XR_008486856.1	3	-1	110762913	110810821	CD47	transcript
CD47	XR_008486855.1	3	-1	110762913	110810821	CD47	transcript
CD47	XM_054348478.1	3	-1	110762913	110810821	CD47	mRNA
CD47	NM_198793.3	3	-1	110762913	110810821	CD47	mRNA
CD47	NM_001382306.1	3	-1	110762913	110810821	CD47	mRNA
CD47	NM_001777.4	3	-1	110762913	110810821	CD47	mRNA
CD47	XR_008486858.1	3	-1	110771730	110810821	CD47	transcript
CD47	XR_008486857.1	3	-1	110771730	110810821	CD47	transcript
LOC105374031	XR_007073715.1	3	1	110817327	110842935	LOC105374031	lnc_RNA
LOC105374031	XR_007073716.1	3	1	110817327	110842101	LOC105374031	lnc_RNA
LOC105374031	XR_007073717.1	3	1	110817327	110842101	LOC105374031	lnc_RNA
LINC01215	NR_110030.1	3	1	110844853	110858390	LINC01215	lnc_RNA
LINC01215	NR_110028.1	3	1	110845610	110858390	LINC01215	lnc_RNA
IFT57	NM_018010.4	3	-1	110880592	110942211	IFT57	mRNA
HHLA2	XM_054345085.1	3	1	110942318	111098074	HHLA2	mRNA
HHLA2	XM_054345084.1	3	1	111012651	111098074	HHLA2	mRNA
HHLA2	XM_054345081.1	3	1	111015576	111098070	HHLA2	mRNA
HHLA2	NM_001282558.2	3	1	111016354	111098074	HHLA2	mRNA
HHLA2	XM_054345086.1	3	1	111016354	111098074	HHLA2	mRNA
HHLA2	NM_001282559.2	3	1	111016354	111098074	HHLA2	mRNA
HHLA2	NM_001282556.2	3	1	111016354	111098074	HHLA2	mRNA
HHLA2	NM_001370244.1	3	1	111016354	111098074	HHLA2	mRNA
HHLA2	XM_054345082.1	3	1	111016354	111098070	HHLA2	mRNA
HHLA2	XM_054345080.1	3	1	111016354	111098070	HHLA2	mRNA
HHLA2	XM_054345079.1	3	1	111016354	111098070	HHLA2	mRNA
HHLA2	NM_007072.4	3	1	111022291	111098074	HHLA2	mRNA
HHLA2	XM_054345083.1	3	1	111022321	111098070	HHLA2	mRNA
HHLA2	NM_001282557.2	3	1	111031592	111098074	HHLA2	mRNA
MYH15	XM_054345737.1	3	-1	111100157	111269214	MYH15	mRNA
MYH15	NM_014981.3	3	-1	111100157	111230350	MYH15	mRNA
CIP2A	XM_054347406.1	3	-1	111258902	111309711	CIP2A	mRNA
CIP2A	XM_054347407.1	3	-1	111269616	111309711	CIP2A	mRNA
CIP2A	NM_020890.3	3	-1	111269616	111309711	CIP2A	mRNA
CIP2A	XM_054347408.1	3	-1	111269616	111296605	CIP2A	mRNA
LOC124900556	XR_007074158.1	3	1	111294382	111294515	LOC124900556	snoRNA
DZIP3	XM_054348490.1	3	1	111309763	111415213	DZIP3	mRNA
DZIP3	XM_054348492.1	3	1	111309763	111415213	DZIP3	mRNA
DZIP3	XM_054348488.1	3	1	111309773	111415213	DZIP3	mRNA
DZIP3	XM_054348496.1	3	1	111309849	111415213	DZIP3	mRNA
DZIP3	NM_014648.4	3	1	111309995	111415213	DZIP3	mRNA
DZIP3	XM_054348495.1	3	1	111309995	111415213	DZIP3	mRNA
DZIP3	XM_054348493.1	3	1	111309995	111415213	DZIP3	mRNA
DZIP3	XM_054348494.1	3	1	111309995	111406957	DZIP3	mRNA
DZIP3	XM_054348497.1	3	1	111309995	111397972	DZIP3	mRNA
DZIP3	XM_054348498.1	3	1	111309995	111369333	DZIP3	mRNA
DZIP3	XM_054348489.1	3	1	111319965	111415213	DZIP3	mRNA
DZIP3	XM_054348486.1	3	1	111322032	111415213	DZIP3	mRNA
DZIP3	XM_054348487.1	3	1	111322032	111415213	DZIP3	mRNA
DZIP3	XM_054348491.1	3	1	111323237	111415213	DZIP3	mRNA
LOC105374033	XR_007073718.1	3	-1	111433920	111448003	LOC105374033	lnc_RNA
LOC105374034	XR_007073719.1	3	-1	111462859	111468633	LOC105374034	lnc_RNA
LOC105374034	XR_007073720.1	3	-1	111462859	111467025	LOC105374034	lnc_RNA
RETNLB	NM_001412183.1	3	-1	111476011	111477791	RETNLB	mRNA
TRAT1	NM_016388.4	3	1	111543021	111575233	TRAT1	mRNA
TRAT1	NM_001317747.2	3	1	111543021	111575233	TRAT1	mRNA
GUCA1C	XM_054348479.1	3	-1	111628032	111675446	GUCA1C	mRNA
GUCA1C	NM_005459.4	3	-1	111628032	111674131	GUCA1C	mRNA
GUCA1C	NM_001363884.1	3	-1	111628035	111674098	GUCA1C	mRNA
MORC1	NM_014429.4	3	-1	111678481	111838414	MORC1	mRNA
MORC1	XM_054346172.1	3	-1	111678481	111838414	MORC1	mRNA
MORC1	XM_054346175.1	3	-1	111678481	111838414	MORC1	mRNA
MORC1	XM_054346173.1	3	-1	111678481	111838414	MORC1	mRNA
MORC1	XM_054346174.1	3	-1	111678481	111838414	MORC1	mRNA
MORC1	XM_054346171.1	3	-1	111678481	111838414	MORC1	mRNA
MORC1	XM_054346176.1	3	-1	111678481	111831069	MORC1	mRNA
MORC1	XM_054346178.1	3	-1	111678481	111791746	MORC1	mRNA
MORC1	XM_054346177.1	3	-1	111678481	111791739	MORC1	mRNA
MORC1	XM_054346180.1	3	-1	111678481	111791738	MORC1	mRNA
MORC1	XM_054346179.1	3	-1	111678481	111791738	MORC1	mRNA
LOC124906382	XR_007074201.1	3	-1	111739161	111739368	LOC124906382	snoRNA
MORC1-AS1	NR_144461.1	3	1	111821737	111830621	MORC1-AS1	lnc_RNA
C3orf85	NR_161294.1	3	1	111856999	111871681	C3orf85	transcript
C3orf85	NM_001351622.2	3	1	111856999	111871681	C3orf85	mRNA
LINC00488	NR_026767.1	3	1	111898440	111905535	LINC00488	lnc_RNA
DPPA2	XM_054345349.1	3	-1	112014076	112036840	DPPA2	mRNA
DPPA2	NM_138815.4	3	-1	112014076	112036805	DPPA2	mRNA
DPPA2	XM_054345350.1	3	-1	112014076	112036024	DPPA2	mRNA
DPPA2	XM_054345348.1	3	-1	112014076	112035196	DPPA2	mRNA
DPPA4	XM_054347157.1	3	-1	112046432	112059906	DPPA4	mRNA
DPPA4	NM_001348928.3	3	-1	112046432	112057816	DPPA4	mRNA
DPPA4	NM_001348929.2	3	-1	112046432	112057816	DPPA4	mRNA
DPPA4	NM_018189.4	3	-1	112046432	112057816	DPPA4	mRNA
DPPA4	XM_054347156.1	3	-1	112046432	112056977	DPPA4	mRNA
LINC01205	NR_109841.1	3	1	112130242	112215369	LINC01205	lnc_RNA
LINC01205	NR_109842.2	3	1	112130242	112140663	LINC01205	lnc_RNA
MIR4445	NR_039647.1	3	1	112323106	112323175	MIR4445	primary_transcript
MIR4445	unassigned_transcript_735	3	1	112323113	112323134	MIR4445	miRNA
MIR4445	unassigned_transcript_736	3	1	112323149	112323169	MIR4445	miRNA
LOC124906267	XR_007073722.1	3	1	112368287	112556339	LOC124906267	lnc_RNA
LOC124906267	XR_007073721.1	3	1	112368287	112404115	LOC124906267	lnc_RNA
LOC105374036	XR_007073216.1	3	1	113167244	113191711	LOC105374036	lnc_RNA
LOC105374036	XR_007073215.1	3	1	113167244	113191589	LOC105374036	lnc_RNA
LOC105374037	XR_007073217.1	3	-1	113274793	113387471	LOC105374037	lnc_RNA
LOC151760	XR_008486881.1	3	-1	113608493	113792192	LOC151760	lnc_RNA
LOC151760	XR_008486882.1	3	-1	113608493	113791391	LOC151760	lnc_RNA
LOC151760	XR_007073218.1	3	-1	113608493	113697126	LOC151760	lnc_RNA
LOC151760	XR_007073219.1	3	-1	113608493	113645578	LOC151760	lnc_RNA
NECTIN3-AS1	NR_045114.1	3	-1	113765744	113790385	NECTIN3-AS1	lnc_RNA
NECTIN3	NM_001243288.2	3	1	113792242	113914605	NECTIN3	mRNA
NECTIN3	XM_054346112.1	3	1	113792242	113914605	NECTIN3	mRNA
NECTIN3	XM_054346115.1	3	1	113792242	113914605	NECTIN3	mRNA
NECTIN3	XM_054346114.1	3	1	113792242	113857991	NECTIN3	mRNA
NECTIN3	XM_054346111.1	3	1	113792242	113857991	NECTIN3	mRNA
NECTIN3	NM_015480.3	3	1	113792242	113857991	NECTIN3	mRNA
NECTIN3	NM_001243286.2	3	1	113792242	113857991	NECTIN3	mRNA
NECTIN3	XM_054346116.1	3	1	113793391	113857991	NECTIN3	mRNA
NECTIN3	XM_054346113.1	3	1	113794628	113857991	NECTIN3	mRNA
LOC105374038	XR_007073220.1	3	1	113989894	113996621	LOC105374038	lnc_RNA
