LOC124905300_1	XM_047442785.1_1	X	-1	103469	105172	LOC124905300
CHM	XM_047441793.1	X	-1	84292297	84478778	CHM
CHM	XM_017029242.3	X	-1	84301079	84478778	CHM
MIR361	NR_029848.1	X	-1	84334755	84334826	MIR361
MIR361	unassigned_transcript_3779	X	-1	84334760	84334782	MIR361
MIR361	unassigned_transcript_3780	X	-1	84334800	84334821	MIR361
CHM	NM_001145414.4	X	-1	84400310	84478778	CHM
DACH2	XM_011530847.4	X	1	84579676	85254092	DACH2
DACH2	XM_011530848.4	X	1	84579676	85254092	DACH2
DACH2	NM_001139514.1	X	1	84579676	85258882	DACH2
DACH2	NM_053281.3	X	1	84579676	85258882	DACH2
DACH2	XM_011530846.3	X	1	84579676	85258882	DACH2
DACH2	XM_017029254.2	X	1	84579676	85258882	DACH2
DACH2	XM_017029255.2	X	1	84579676	85258882	DACH2
DACH2	NM_001139515.1	X	1	84694240	85258882	DACH2
KLHL4	NM_019117.5	X	1	85944797	86097065	KLHL4
KLHL4	NM_057162.3	X	1	85944797	86097065	KLHL4
KLHL4	XR_938403.3	X	1	85944797	86097065	KLHL4
LOC124905233	XR_007068363.1	X	-1	86150986	86155723	LOC124905233
LOC124900505	XR_007068447.1	X	1	86575858	86575984	LOC124900505
LOC107985713	XR_001755911.2	X	-1	86920856	87040133	LOC107985713
CPXCR1	NM_001184771.2	X	1	87173865	87181413	CPXCR1
CPXCR1	NM_033048.6	X	1	87173865	87181413	CPXCR1
LOC107985653	XR_001755987.1	X	1	87413603	87418863	LOC107985653
LOC102724150	XR_001755912.1	X	1	87844079	87896451	LOC102724150
LOC102724150	XR_938461.2	X	1	87864545	87896451	LOC102724150
TGIF2LX	NM_138960.4	X	1	88363022	88363997	TGIF2LX
LOC105373292	XR_938464.3	X	1	88676169	88709167	LOC105373292
LOC105373292	XR_938463.2	X	1	88676171	88681986	LOC105373292
MIR9985_1	NR_162096.1_1	X	1	89483189	89483297	MIR9985
MIR9985_1	unassigned_transcript_3896_1	X	1	89483209	89483227	MIR9985
LOC107985700	XR_001755913.1	X	-1	89764371	89766402	LOC107985700
PABPC5-AS1	NR_110659.1	X	-1	89867020	89887116	PABPC5-AS1
PABPC5	NM_080832.3	X	1	89886956	89890701	PABPC5
LOC105373293	XR_938465.4	X	-1	90224517	90231325	LOC105373293
PCDH11X	NM_032968.5	X	1	90231454	91073463	PCDH11X
PCDH11X	XM_011530910.1	X	1	90231454	91073463	PCDH11X
PCDH11X	XM_011530911.3	X	1	90231454	91073463	PCDH11X
PCDH11X	XM_011530914.3	X	1	90231454	91073463	PCDH11X
PCDH11X	XM_047441995.1	X	1	90235216	90339373	PCDH11X
PCDH11X	XM_047441993.1	X	1	90235216	91073463	PCDH11X
PCDH11X	XM_047441994.1	X	1	90235216	91073463	PCDH11X
PCDH11X	XM_017029421.2	X	1	90287533	90772252	PCDH11X
PCDH11X	NM_001168360.1	X	1	90287533	91073463	PCDH11X
PCDH11X	NM_001168361.1	X	1	90287533	91073463	PCDH11X
PCDH11X	NM_001168362.1	X	1	90287533	91073463	PCDH11X
PCDH11X	NM_001168363.1	X	1	90287533	91073463	PCDH11X
PCDH11X	NM_032969.4	X	1	90287533	91073463	PCDH11X
PCDH11X	XM_017029416.2	X	1	90287533	91073463	PCDH11X
PCDH11X	XM_017029419.2	X	1	90287533	91073463	PCDH11X
MIR4454_3	NR_039659.1_3	X	-1	91275088	91275142	MIR4454
MIR4454_3	unassigned_transcript_796_3	X	-1	91275121	91275140	MIR4454
NAP1L3	NM_004538.6	X	-1	92116100	92118747	NAP1L3
FAM133A	XM_011530926.4	X	1	92118850	92157407	FAM133A
FAM133A	NM_001171109.2	X	1	92119376	92157407	FAM133A
FAM133A	NM_001171110.2	X	1	92119376	92157407	FAM133A
FAM133A	NM_001171111.2	X	1	92119376	92157407	FAM133A
FAM133A	NM_173698.3	X	1	92119376	92157407	FAM133A
FAM133A	XM_011530925.3	X	1	92119376	92157407	FAM133A
FAM133A	XM_011530927.3	X	1	92119376	92157407	FAM133A
FAM133A	XM_011530928.2	X	1	92119376	92157407	FAM133A
FAM133A	XM_011530929.2	X	1	92119376	92157407	FAM133A
FAM133A	XM_017029454.2	X	1	92119376	92157407	FAM133A
FAM133A	XM_017029455.2	X	1	92119376	92157407	FAM133A
FAM133A	XM_017029456.2	X	1	92119376	92157407	FAM133A
FAM133A	XM_006724641.4	X	1	92141368	92157407	FAM133A
FAM133A	XM_011530931.3	X	1	92141368	92157407	FAM133A
LOC124900491	XR_007068423.1	X	1	92592325	92592389	LOC124900491
LOC107985704	XR_001755915.2	X	-1	92968549	93045483	LOC107985704
LOC107985704	XR_001755914.2	X	-1	92970799	93045483	LOC107985704
LOC107985647	XR_001755988.2	X	-1	93134132	93149431	LOC107985647
LOC107985710	XR_001755916.2	X	1	93296383	93368205	LOC107985710
MIR548M	NR_031667.1	X	-1	93508429	93508514	MIR548M
MIR548M	unassigned_transcript_3781	X	-1	93508480	93508500	MIR548M
LOC124905234	XR_007068364.1	X	-1	94567109	94590601	LOC124905234
BRDTP1	NR_003539.1	X	-1	94776426	94777242	BRDTP1
LOC105373294	XR_938466.3	X	-1	94802766	94831097	LOC105373294
LOC107985714	XR_001755917.2	X	-1	94867613	94981653	LOC107985714
LOC105373296	XR_938468.3	X	1	94936801	94942633	LOC105373296
DIAPH2	NM_007309.4	X	1	95124162	95909282	DIAPH2
DIAPH2	NM_006729.5	X	1	95124162	96044467	DIAPH2
RPA4	NM_013347.4	X	1	95323189	95324748	RPA4
DIAPH2-AS1	NR_125391.1	X	-1	95967822	96003988	DIAPH2-AS1
ERVFC1	XM_011531085.3	X	1	96281187	96288824	ERVFC1
PCDH19	NM_001105243.2	X	-1	98734021	98852681	PCDH19
PCDH19	NM_001184880.2	X	-1	98734021	98852681	PCDH19
PCDH19	NM_020766.3	X	-1	98734021	98852681	PCDH19
PCDH19	XM_011530997.3	X	-1	98734021	98852681	PCDH19
TNMD	NM_022144.3	X	1	99027366	99042315	TNMD
LOC105373298	XR_938470.2	X	-1	99047400	99050571	LOC105373298
LOC105373298	XR_938469.2	X	-1	99047400	99064586	LOC105373298
TSPAN6	NM_001278740.2	X	-1	99069540	99079238	TSPAN6
TSPAN6	NM_003270.4	X	-1	99069540	99079238	TSPAN6
TSPAN6	NM_001278741.1	X	-1	99069540	99079536	TSPAN6
TSPAN6	NM_001278742.1	X	-1	99069540	99079536	TSPAN6
TSPAN6	NM_001278743.1	X	-1	99069540	99079536	TSPAN6
TSPAN6	XM_011531018.2	X	-1	99069540	99079536	TSPAN6
SRPX2	NM_014467.3	X	1	99086631	99118247	SRPX2
SYTL4	NM_001174068.2	X	-1	99116950	99173987	SYTL4
SYTL4	NM_001370169.1	X	-1	99116950	99173987	SYTL4
SYTL4	NM_080737.3	X	-1	99116950	99173987	SYTL4
SYTL4	NM_001129896.3	X	-1	99116950	99174573	SYTL4
SYTL4	NM_001370160.1	X	-1	99116950	99174573	SYTL4
SYTL4	NM_001370161.1	X	-1	99116950	99174573	SYTL4
SYTL4	NM_001370162.1	X	-1	99116950	99174573	SYTL4
SYTL4	NM_001370163.1	X	-1	99116950	99174573	SYTL4
SYTL4	NM_001370164.1	X	-1	99116950	99174573	SYTL4
SYTL4	NM_001370165.1	X	-1	99116950	99174573	SYTL4
SYTL4	NM_001370166.1	X	-1	99116950	99174573	SYTL4
SYTL4	NM_001370167.1	X	-1	99116950	99174573	SYTL4
SYTL4	NM_001370168.1	X	-1	99116950	99174573	SYTL4
SYTL4	XM_017029966.2	X	-1	99116950	99174573	SYTL4
SYTL4	XM_017029967.3	X	-1	99116950	99174573	SYTL4
SYTL4	XM_017029968.2	X	-1	99116950	99174573	SYTL4
SYTL4	XM_047442649.1	X	-1	99116950	99174573	SYTL4
SYTL4	XM_047442650.1	X	-1	99116950	99174573	SYTL4
SYTL4	XM_047442651.1	X	-1	99116950	99174573	SYTL4
CSTF2	XM_047441854.1	X	1	99262925	99274043	CSTF2
CSTF2	NM_001306206.2	X	1	99262925	99284058	CSTF2
CSTF2	NM_001306209.2	X	1	99262925	99284058	CSTF2
CSTF2	NM_001325.3	X	1	99262925	99284058	CSTF2
LOC124900498	XR_007068429.1	X	-1	99265154	99265286	LOC124900498
NOX1	XM_017029407.3	X	-1	99285862	99306109	NOX1
NOX1	NM_001271815.2	X	-1	99285862	99317015	NOX1
NOX1	NM_007052.5	X	-1	99285862	99317015	NOX1
NOX1	NM_013955.3	X	-1	99285862	99317015	NOX1
XKRX	XM_011530954.4	X	-1	99329573	99371598	XKRX
XKRX	XM_017029517.2	X	-1	99356122	99365460	XKRX
XKRX	NM_212559.3	X	-1	99356122	99371598	XKRX
XKRX	XM_011530955.2	X	-1	99356122	99402028	XKRX
ARL13A	XM_011530951.3	X	1	99412390	99430920	ARL13A
ARL13A	NM_001162491.2	X	1	99412390	99434268	ARL13A
ARL13A	NR_103708.2	X	1	99412390	99434268	ARL13A
ARL13A	NR_103709.2	X	1	99412390	99434268	ARL13A
TRMT2B	XR_001755729.3	X	-1	99416820	99495075	TRMT2B
TRMT2B	XM_047442533.1	X	-1	99452774	99495075	TRMT2B
TRMT2B	XM_047442534.1	X	-1	99452774	99495075	TRMT2B
TRMT2B	XM_047442532.1	X	-1	99452774	99495174	TRMT2B
TRMT2B	NM_001167970.2	X	-1	99452774	99495549	TRMT2B
TRMT2B	NM_001167971.2	X	-1	99452774	99495549	TRMT2B
TRMT2B	NM_001167972.2	X	-1	99452774	99495549	TRMT2B
TRMT2B	NM_024917.6	X	-1	99452774	99495549	TRMT2B
TRMT2B	XM_005262196.3	X	-1	99452774	99495549	TRMT2B
TRMT2B	XM_005262201.3	X	-1	99452774	99495549	TRMT2B
TRMT2B	XM_011531042.3	X	-1	99452774	99495549	TRMT2B
TRMT2B	XM_017029865.2	X	-1	99452774	99495549	TRMT2B
TRMT2B	XM_017029870.2	X	-1	99452774	99495549	TRMT2B
TMEM35A	NM_021637.3	X	1	99522299	99539787	TMEM35A
CENPI	XM_047441956.1	X	1	99541624	99581369	CENPI
CENPI	NM_001318521.2	X	1	99541624	99607760	CENPI
CENPI	NM_001386188.2	X	1	99541624	99610207	CENPI
CENPI	XM_005262111.3	X	1	99541624	99610207	CENPI
CENPI	XM_011530895.3	X	1	99541624	99610207	CENPI
CENPI	XM_047441947.1	X	1	99541624	99610207	CENPI
CENPI	XM_047441948.1	X	1	99541624	99610207	CENPI
CENPI	XM_047441949.1	X	1	99541624	99610207	CENPI
CENPI	XM_047441950.1	X	1	99541624	99610207	CENPI
CENPI	XM_047441951.1	X	1	99541624	99610207	CENPI
CENPI	XM_047441952.1	X	1	99541624	99610207	CENPI
CENPI	XM_047441953.1	X	1	99541624	99610207	CENPI
CENPI	XM_047441954.1	X	1	99541624	99610207	CENPI
CENPI	XM_047441955.1	X	1	99541624	99610207	CENPI
CENPI	XM_017029383.2	X	1	99541624	99625939	CENPI
CENPI	NM_006733.3	X	1	99543232	99607755	CENPI
CENPI	NM_001318523.1	X	1	99544481	99585373	CENPI
DRP2	NM_001171184.2	X	1	99663879	99708607	DRP2
DRP2	NM_001939.3	X	1	99663879	99708607	DRP2
DRP2	XM_017029333.2	X	1	99663879	99708607	DRP2
DRP2	XM_047441894.1	X	1	99663879	99708607	DRP2
DRP2	XM_047441895.1	X	1	99686455	99708607	DRP2
TAF7L	NM_001168474.2	X	-1	99712369	99735449	TAF7L
TAF7L	XM_005262152.2	X	-1	99712369	99735449	TAF7L
TAF7L	XM_047442187.1	X	-1	99712369	99735449	TAF7L
TAF7L	NM_024885.4	X	-1	99712369	99737199	TAF7L
TAF7L	XM_006724664.2	X	-1	99712369	99737199	TAF7L
TIMM8A	NM_001145951.2	X	-1	99789782	99792863	TIMM8A
TIMM8A	NM_004085.4	X	-1	99789782	99792863	TIMM8A
BTK	NM_000061.3	X	-1	99793571	99830303	BTK
BTK	NM_001287345.2	X	-1	99793571	99830303	BTK
BTK	NM_001287344.2	X	-1	99793571	99834908	BTK
RPL36A	NM_021029.6	X	1	99835123	99840269	RPL36A
RPL36A-HNRNPH2	NM_001199973.2	X	1	99835123	99858248	RPL36A-HNRNPH2
RPL36A-HNRNPH2	NM_001199974.2	X	1	99835123	99858248	RPL36A-HNRNPH2
GLA	XM_047441990.1	X	-1	99841918	99845471	GLA
GLA	NM_000169.3	X	-1	99841918	99852040	GLA
GLA	NR_164783.1	X	-1	99841918	99852040	GLA
HNRNPH2	NM_001032393.3	X	1	99852337	99858248	HNRNPH2
HNRNPH2	NM_019597.5	X	1	99852337	99858248	HNRNPH2
ARMCX4	NR_028407.3	X	1	99862393	99980621	ARMCX4
ARMCX4	NM_001256155.3	X	1	99929620	99940397	ARMCX4
ARMCX4	NR_045863.2	X	1	99929620	99961585	ARMCX4
ARMCX4	NR_045861.2	X	1	99929620	99980621	ARMCX4
ARMCX4	NR_045862.2	X	1	99929620	99980621	ARMCX4
ARMCX4	NR_045864.2	X	1	99929620	99980621	ARMCX4
ARMCX1	NM_016608.2	X	1	99995174	99999327	ARMCX1
ARMCX6	NM_001009584.2	X	-1	100059755	100062630	ARMCX6
ARMCX6	NM_001184768.2	X	-1	100059755	100062630	ARMCX6
ARMCX6	NM_019007.4	X	-1	100059755	100062630	ARMCX6
ARMCX6	NR_033669.2	X	-1	100059755	100062630	ARMCX6
ARMCX6	NR_033670.2	X	-1	100059755	100062630	ARMCX6
ARMCX6	XM_011530976.3	X	-1	100059755	100062630	ARMCX6
ARMCX3	NM_016607.4	X	1	100067782	100072474	ARMCX3
ARMCX3	NM_177947.3	X	1	100067782	100072474	ARMCX3
ARMCX3	NM_177948.3	X	1	100067782	100072474	ARMCX3
ARMCX3	XM_005262141.4	X	1	100067782	100072474	ARMCX3
ARMCX2	XM_017029997.2	X	-1	100099916	100103134	ARMCX2
ARMCX2	NM_001282231.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	NM_014782.7	X	-1	100099916	100104489	ARMCX2
ARMCX2	NM_177949.4	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_005278109.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_005278110.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_005278111.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_005278113.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_005278114.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_005278115.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_005278116.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_005278117.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_011531071.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_011531072.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_017029987.3	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_017029988.3	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_017029989.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_017029990.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_017029991.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_017029992.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_017029993.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_017029994.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_017029995.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_024452484.2	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_047442681.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_047442682.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_047442683.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_047442684.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_047442685.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_047442686.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_047442687.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_047442688.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_047442689.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_047442690.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_047442691.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_047442692.1	X	-1	100099916	100104489	ARMCX2
ARMCX2	XM_047442693.1	X	-1	100099916	100104489	ARMCX2
NXF5	NR_028089.1	X	-1	100276716	100302189	NXF5
NXF5	NR_159736.1	X	-1	100276716	100302189	NXF5
NXF5	NR_159737.1	X	-1	100276716	100302189	NXF5
NXF5	NR_159738.1	X	-1	100276716	100302189	NXF5
NXF5	NR_159739.1	X	-1	100276716	100302189	NXF5
NXF5	XR_006652812.2	X	-1	100282183	100284692	NXF5
ZMAT1	XM_006724711.4	X	-1	100326914	100339402	ZMAT1
ZMAT1	XM_047442575.1	X	-1	100326914	100339402	ZMAT1
ZMAT1	XM_047442576.1	X	-1	100326914	100339402	ZMAT1
ZMAT1	XM_047442574.1	X	-1	100326914	100340429	ZMAT1
ZMAT1	XM_005262216.5	X	-1	100326914	100376177	ZMAT1
ZMAT1	XM_017029903.2	X	-1	100326914	100376177	ZMAT1
ZMAT1	NM_001011657.4	X	-1	100326914	100376619	ZMAT1
ZMAT1	NM_001282400.2	X	-1	100326914	100376619	ZMAT1
ZMAT1	NM_001282401.2	X	-1	100326914	100376619	ZMAT1
ZMAT1	NM_001394560.1	X	-1	100326914	100376619	ZMAT1
ZMAT1	XM_005262212.5	X	-1	100326914	100376619	ZMAT1
ZMAT1	XM_005262213.5	X	-1	100326914	100376619	ZMAT1
TCEAL2	NM_080390.4	X	1	100570265	100572298	TCEAL2
TCEAL6	NM_001006938.3	X	-1	100583085	100587065	TCEAL6
LOC105373299	XR_007068283.1	X	1	100586312	100588549	LOC105373299
LOC105373299	XR_007068282.1	X	1	100587159	100588549	LOC105373299
BEX5	NM_001159560.2	X	-1	100598297	100600376	BEX5
BEX5	NM_001012978.3	X	-1	100598297	100600564	BEX5
TCP11X2	NM_001277423.2	X	1	100659881	100671381	TCP11X2
NXF2	NM_022053.4	X	1	100691761	100771287	NXF2
NXF2B	NM_001099686.3	X	-1	100804941	100884503	NXF2B
TCP11X1	NM_001368158.1	X	-1	100904811	100916320	TCP11X1
TMSB15A	NM_021992.3	X	-1	100958170	100961227	TMSB15A
NXF4	NR_002216.1	X	1	100994445	101016689	NXF4
ARMCX5	NM_001168479.2	X	1	101044161	101049114	ARMCX5
ARMCX5	NM_001168480.2	X	1	101044161	101049114	ARMCX5
ARMCX5	NM_001168485.2	X	1	101044161	101049114	ARMCX5
ARMCX5-GPRASP2	NM_001199818.1	X	1	101044303	101162682	ARMCX5-GPRASP2
ARMCX5	NM_001168478.2	X	1	101044470	101049114	ARMCX5
ARMCX5	NM_001168482.2	X	1	101044470	101049114	ARMCX5
ARMCX5	NM_022838.4	X	1	101044470	101049114	ARMCX5
ARMCX5-GPRASP2	NM_001350268.2	X	1	101044470	101198489	ARMCX5-GPRASP2
ARMCX5-GPRASP2	NR_146584.3	X	1	101044470	101353019	ARMCX5-GPRASP2
GPRASP1	NM_001099410.2	X	1	101096438	101104038	GPRASP1
GPRASP1	NM_001099411.2	X	1	101096438	101104038	GPRASP1
GPRASP1	NM_001184727.2	X	1	101096438	101104038	GPRASP1
GPRASP1	NM_014710.5	X	1	101096438	101104038	GPRASP1
ARMCX5-GPRASP2	NR_146585.2	X	1	101104938	101169810	ARMCX5-GPRASP2
GPRASP2	NM_001004051.4	X	1	101157397	101162682	GPRASP2
GPRASP2	NM_001184874.3	X	1	101157397	101162682	GPRASP2
GPRASP2	NM_001184875.3	X	1	101157397	101162682	GPRASP2
GPRASP2	NM_001184876.3	X	1	101157397	101162682	GPRASP2
GPRASP2	NM_138437.6	X	1	101157397	101162682	GPRASP2
ARMCX5-GPRASP2	NR_146586.2	X	1	101157397	101169810	ARMCX5-GPRASP2
ARMCX5-GPRASP2	NM_001350269.2	X	1	101157397	101198489	ARMCX5-GPRASP2
ARMCX5-GPRASP2	NR_146587.2	X	1	101157397	101331724	ARMCX5-GPRASP2
ARMCX5-GPRASP2	NM_001350270.1	X	1	101157789	101198489	ARMCX5-GPRASP2
BHLHB9	NM_001142524.2	X	1	101165692	101198489	BHLHB9
BHLHB9	NM_001142525.2	X	1	101165692	101198489	BHLHB9
BHLHB9	NM_001142526.2	X	1	101165692	101198489	BHLHB9
BHLHB9	NM_001142527.2	X	1	101165692	101198489	BHLHB9
BHLHB9	NM_001142528.2	X	1	101165692	101198489	BHLHB9
BHLHB9	NM_030639.3	X	1	101165692	101198489	BHLHB9
BHLHB9	NM_001142529.1	X	1	101190928	101197390	BHLHB9
BHLHB9	NM_001142530.1	X	1	101190928	101197390	BHLHB9
LINC00630	NR_038988.2	X	1	101214100	101331724	LINC00630
LINC00630	NR_146588.1	X	1	101214100	101331724	LINC00630
LINC00630	NR_146590.1	X	1	101214100	101331724	LINC00630
LINC00630	NR_146592.1	X	1	101214100	101331724	LINC00630
LINC00630	NR_146591.1	X	1	101214100	101353065	LINC00630
LINC00630	NR_146593.1	X	1	101214100	101353065	LINC00630
LINC00630	NR_146589.1	X	1	101214100	101409480	LINC00630
RAB40AL	NM_001031834.1	X	1	101382231	101383259	RAB40AL
BEX1	NM_018476.4	X	-1	101507581	101509098	BEX1
NXF3	NM_022052.2	X	-1	101520737	101538070	NXF3
BEX4	NM_001127688.2	X	1	101662085	101664193	BEX4
BEX4	NM_001080425.4	X	1	101662101	101664239	BEX4
TCEAL8	NM_001006684.2	X	-1	101699973	101702133	TCEAL8
TCEAL8	NM_153333.3	X	-1	101699973	101702133	TCEAL8
TCEAL5	NM_001012979.3	X	-1	101720668	101723727	TCEAL5
BEX2	NM_001168399.2	X	-1	101756321	101757965	BEX2
BEX2	NM_001168400.2	X	-1	101756321	101757965	BEX2
BEX2	NM_001168401.2	X	-1	101756321	101757965	BEX2
BEX2	NM_032621.4	X	-1	101756321	101757965	BEX2
TCEAL7	NM_001348258.2	X	1	101777239	101779326	TCEAL7
TCEAL7	NM_152278.5	X	1	101777239	101779326	TCEAL7
LOC124905204	XR_007068284.1	X	-1	101800150	101803570	LOC124905204
LOC124905204	XR_007068285.1	X	-1	101801807	101803436	LOC124905204
TCEAL9	NM_001006612.2	X	1	101803512	101805468	TCEAL9
TCEAL9	NM_001006613.2	X	1	101803512	101805468	TCEAL9
TCEAL9	NM_001006614.2	X	1	101803512	101805468	TCEAL9
TCEAL9	NM_016303.3	X	1	101803512	101805468	TCEAL9
BEX3	NM_001282674.1	X	1	101823326	101825167	BEX3
BEX3	NM_206915.3	X	1	101823541	101825167	BEX3
BEX3	NM_206917.3	X	1	101823541	101825167	BEX3
BEX3	NM_014380.3	X	1	101824041	101825167	BEX3
LL0XNC01-250H12.3	XR_001755918.2	X	1	101851782	101944945	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_007068287.1	X	1	101851782	101944945	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_007068288.1	X	1	101851782	101944945	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_007068291.1	X	1	101851782	101944945	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_007068292.1	X	1	101851782	101944945	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_007068293.1	X	1	101851782	101944945	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_007068294.1	X	1	101851782	101944945	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_007068295.1	X	1	101851782	101944945	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_007068296.1	X	1	101851782	101944945	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_001755931.2	X	1	101851782	101947913	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_002958827.2	X	1	101851782	101947913	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_007068286.1	X	1	101851782	101947913	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_007068297.1	X	1	101851782	101947913	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_938484.3	X	1	101851782	101947913	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_002958828.2	X	1	101851782	101964956	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_007068289.1	X	1	101851782	101964956	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_007068290.1	X	1	101851782	101964956	LL0XNC01-250H12.3
LL0XNC01-250H12.3	XR_007068298.1	X	1	101851782	101964956	LL0XNC01-250H12.3
RAB40A	XM_047441843.1	X	-1	101940277	101949893	RAB40A
RAB40A	XM_047441844.1	X	-1	101946141	101949893	RAB40A
RAB40A	NM_080879.3	X	-1	101946141	101966502	RAB40A
LINC02589	NR_131236.1	X	-1	101977785	102001947	LINC02589
LINC02589	NR_131237.1	X	-1	101977785	102001947	LINC02589
TCEAL4	NM_001300901.2	X	1	102023219	102034716	TCEAL4
TCEAL4	NM_001006935.3	X	1	102032502	102034716	TCEAL4
TCEAL4	NM_001006937.3	X	1	102032502	102034716	TCEAL4
TCEAL4	NM_001305840.2	X	1	102032502	102034716	TCEAL4
TCEAL4	NM_001305841.2	X	1	102032502	102034716	TCEAL4
TCEAL4	NM_001305842.2	X	1	102032502	102034716	TCEAL4
TCEAL4	NM_024863.6	X	1	102032502	102034716	TCEAL4
TCEAL4	XM_017029856.2	X	1	102032502	102034716	TCEAL4
TCEAL3	NM_001006933.2	X	1	102054947	102056911	TCEAL3
TCEAL3	NM_032926.3	X	1	102054947	102056911	TCEAL3
TCEAL1	NM_001006640.2	X	1	102075709	102077946	TCEAL1
TCEAL1	NM_001006639.2	X	1	102075968	102077946	TCEAL1
TCEAL1	NM_004780.3	X	1	102075968	102077946	TCEAL1
MORF4L2	NM_001142418.2	X	-1	102122473	102133672	MORF4L2
MORF4L2	NM_001142423.2	X	-1	102122473	102133672	MORF4L2
MORF4L2	NM_001142424.2	X	-1	102122473	102133672	MORF4L2
MORF4L2	NM_001142425.2	X	-1	102122473	102133672	MORF4L2
MORF4L2	NM_001142426.2	X	-1	102122473	102133672	MORF4L2
MORF4L2	NM_001142429.2	X	-1	102122473	102133672	MORF4L2
MORF4L2	NM_001142430.2	X	-1	102122473	102133672	MORF4L2
MORF4L2	NM_012286.3	X	-1	102122473	102133672	MORF4L2
MORF4L2	NM_001142419.2	X	-1	102122473	102135021	MORF4L2
MORF4L2	NM_001142420.2	X	-1	102122473	102135021	MORF4L2
MORF4L2	NM_001142421.2	X	-1	102122473	102135021	MORF4L2
MORF4L2	NM_001142422.2	X	-1	102122473	102135021	MORF4L2
MORF4L2	NM_001142427.2	X	-1	102122473	102135021	MORF4L2
MORF4L2	NM_001142428.2	X	-1	102122473	102135021	MORF4L2
MORF4L2	NM_001142431.2	X	-1	102122473	102135021	MORF4L2
MORF4L2	NM_001142432.2	X	-1	102122473	102135021	MORF4L2
MORF4L2-AS1	NR_038978.1	X	1	102134258	102139534	MORF4L2-AS1
GLRA4	NR_164162.1	X	-1	102152460	102175469	GLRA4
TMEM31	NM_182541.2	X	1	102157879	102161002	TMEM31
RAB9B	NR_146558.2	X	-1	102223281	102279224	RAB9B
RAB9B	NR_146560.2	X	-1	102223281	102279224	RAB9B
PLP1	NM_001128834.3	X	1	102223463	102239585	PLP1
PLP1	NM_000533.5	X	1	102223798	102239585	PLP1
PLP1	NM_199478.3	X	1	102223798	102239585	PLP1
PLP1	NM_001305004.1	X	1	102223811	102239585	PLP1
RAB9B	NM_016370.4	X	-1	102269294	102279224	RAB9B
TMSB15B-AS1	NR_146557.1	X	-1	102328690	102360583	TMSB15B-AS1
TMSB15B-AS1	NR_146556.1	X	-1	102358442	102360583	TMSB15B-AS1
