RPL23AP53	NR_003572.2	8	-1	5121	29123	RPL23AP53	transcript
LOC124906702	XM_047445228.1	8	1	86412179	86414262	LOC124906702	mRNA
LOC124906688	XM_047445212.1	8	1	86425440	86426452	LOC124906688	mRNA
LOC124906687	XM_047445211.1	8	1	86437630	86438642	LOC124906687	mRNA
LOC124906703	XM_047445229.1	8	1	86485319	86487346	LOC124906703	mRNA
LOC124906704	XM_047445230.1	8	1	86497511	86499538	LOC124906704	mRNA
LOC124906705	XM_047445231.1	8	1	86509700	86511727	LOC124906705	mRNA
LOC124906706	XM_047445232.1	8	-1	86531066	86533093	LOC124906706	mRNA
LOC124906707	XM_047445233.1	8	-1	86567640	86569667	LOC124906707	mRNA
LOC124906708	XM_047445234.1	8	-1	86579833	86581860	LOC124906708	mRNA
LOC124906709	XM_047445235.1	8	1	86692196	86694223	LOC124906709	mRNA
REXO1L2P	NR_003594.1	8	-1	86762153	86763230	REXO1L2P	transcript
LOC124906710	XM_047445236.1	8	-1	86847248	86849275	LOC124906710	mRNA
LOC124906711	XM_047445237.1	8	-1	86895730	86897619	LOC124906711	mRNA
LOC124902048	XM_047445239.1	8	-1	86907783	86909810	LOC124902048	mRNA
LINC02849	XR_007079191.1	8	-1	86968740	86972820	LINC02849	lnc_RNA
LOC124901971	XR_007079192.1	8	1	87003324	87027631	LOC124901971	lnc_RNA
LOC107986954	XR_007079193.1	8	-1	87091222	87096035	LOC107986954	lnc_RNA
PSKH2	XM_054361412.1	8	-1	87164535	87187405	PSKH2	mRNA
PSKH2	NM_033126.3	8	-1	87164535	87187086	PSKH2	mRNA
ATP6V0D2	NM_152565.1	8	1	87216307	87271615	ATP6V0D2	mRNA
LOC105375623	NR_188044.1	8	1	87300578	87332339	LOC105375623	lnc_RNA
SLC7A13	NM_138817.3	8	-1	87334166	87350490	SLC7A13	mRNA
SLC7A13	XM_054359845.1	8	-1	87334166	87350489	SLC7A13	mRNA
WWP1-AS1	XR_007079204.1	8	-1	87453561	87464720	WWP1-AS1	lnc_RNA
WWP1-AS1	XR_007079199.1	8	-1	87453561	87464720	WWP1-AS1	lnc_RNA
WWP1-AS1	XR_007079203.1	8	-1	87453561	87464720	WWP1-AS1	lnc_RNA
WWP1-AS1	XR_007079197.1	8	-1	87453561	87464720	WWP1-AS1	lnc_RNA
WWP1-AS1	XR_007079198.1	8	-1	87453561	87464720	WWP1-AS1	lnc_RNA
WWP1-AS1	XR_007079202.1	8	-1	87453561	87464720	WWP1-AS1	lnc_RNA
WWP1-AS1	XR_007079201.1	8	-1	87453561	87464720	WWP1-AS1	lnc_RNA
WWP1-AS1	XR_007079196.1	8	-1	87453561	87464720	WWP1-AS1	lnc_RNA
WWP1-AS1	XR_007079200.1	8	-1	87453561	87464720	WWP1-AS1	lnc_RNA
WWP1	NM_007013.4	8	1	87462833	87588744	WWP1	mRNA
WWP1	XM_054359634.1	8	1	87462833	87588744	WWP1	mRNA
WWP1	XM_054359632.1	8	1	87462833	87588744	WWP1	mRNA
WWP1	XM_054359636.1	8	1	87462833	87588744	WWP1	mRNA
WWP1	XM_054359631.1	8	1	87462833	87588744	WWP1	mRNA
WWP1	XM_054359635.1	8	1	87462833	87588744	WWP1	mRNA
WWP1	XM_054359633.1	8	1	87462833	87588744	WWP1	mRNA
WWP1	XM_054359637.1	8	1	87462833	87588744	WWP1	mRNA
WWP1	XM_054359639.1	8	1	87462833	87555947	WWP1	mRNA
WWP1	XM_054359638.1	8	1	87501832	87588744	WWP1	mRNA
RMDN1	XR_008487849.1	8	-1	87588507	87628959	RMDN1	transcript
RMDN1	XM_054360583.1	8	-1	87588507	87628959	RMDN1	mRNA
RMDN1	XM_054360595.1	8	-1	87588507	87628959	RMDN1	mRNA
RMDN1	XM_054360580.1	8	-1	87588507	87628959	RMDN1	mRNA
RMDN1	XM_054360591.1	8	-1	87588507	87628924	RMDN1	mRNA
RMDN1	XM_054360608.1	8	-1	87588507	87628924	RMDN1	mRNA
RMDN1	XM_054360588.1	8	-1	87588507	87628924	RMDN1	mRNA
RMDN1	XM_054360603.1	8	-1	87588507	87628924	RMDN1	mRNA
RMDN1	XM_054360586.1	8	-1	87588507	87628924	RMDN1	mRNA
RMDN1	XM_054360598.1	8	-1	87588507	87628924	RMDN1	mRNA
RMDN1	XM_054360584.1	8	-1	87588507	87628924	RMDN1	mRNA
RMDN1	XM_054360590.1	8	-1	87589418	87634595	RMDN1	mRNA
RMDN1	XM_054360585.1	8	-1	87589418	87628959	RMDN1	mRNA
RMDN1	XM_054360581.1	8	-1	87589418	87628959	RMDN1	mRNA
RMDN1	XM_054360579.1	8	-1	87589418	87628959	RMDN1	mRNA
RMDN1	XM_054360589.1	8	-1	87589418	87628924	RMDN1	mRNA
RMDN1	XM_054360587.1	8	-1	87589418	87628924	RMDN1	mRNA
RMDN1	XM_054360582.1	8	-1	87589418	87628924	RMDN1	mRNA
RMDN1	NM_001317807.2	8	-1	87592591	87634595	RMDN1	mRNA
RMDN1	XM_054360605.1	8	-1	87592591	87628959	RMDN1	mRNA
RMDN1	XM_054360602.1	8	-1	87592591	87628959	RMDN1	mRNA
RMDN1	XM_054360600.1	8	-1	87592591	87628959	RMDN1	mRNA
RMDN1	XM_054360596.1	8	-1	87592591	87628959	RMDN1	mRNA
RMDN1	XM_054360594.1	8	-1	87592591	87628959	RMDN1	mRNA
RMDN1	XM_054360593.1	8	-1	87592591	87628959	RMDN1	mRNA
RMDN1	XM_054360592.1	8	-1	87592591	87628959	RMDN1	mRNA
RMDN1	XM_054360609.1	8	-1	87592591	87628924	RMDN1	mRNA
RMDN1	NM_001286707.2	8	-1	87592591	87628924	RMDN1	mRNA
RMDN1	XM_054360606.1	8	-1	87592591	87628924	RMDN1	mRNA
RMDN1	NM_001286719.2	8	-1	87592591	87628924	RMDN1	mRNA
RMDN1	XM_054360601.1	8	-1	87592591	87628924	RMDN1	mRNA
RMDN1	XM_054360599.1	8	-1	87592591	87628924	RMDN1	mRNA
RMDN1	XM_054360597.1	8	-1	87592591	87628924	RMDN1	mRNA
RMDN1	NM_016033.3	8	-1	87592591	87628924	RMDN1	mRNA
RMDN1	XM_054360610.1	8	-1	87595210	87628959	RMDN1	mRNA
RMDN1	XM_054360604.1	8	-1	87595210	87628959	RMDN1	mRNA
RMDN1	XM_054360611.1	8	-1	87595210	87628924	RMDN1	mRNA
RMDN1	XM_054360607.1	8	-1	87595210	87628924	RMDN1	mRNA
CPNE3	XM_054361451.1	8	1	87634662	87681751	CPNE3	mRNA
CPNE3	XM_054361452.1	8	1	87634674	87681751	CPNE3	mRNA
CPNE3	XM_054361449.1	8	1	87634674	87681751	CPNE3	mRNA
CPNE3	XM_054361448.1	8	1	87634674	87681751	CPNE3	mRNA
CPNE3	NM_003909.5	8	1	87634674	87681751	CPNE3	mRNA
CPNE3	XM_054361450.1	8	1	87634674	87681751	CPNE3	mRNA
CPNE3	XM_054361453.1	8	1	87634837	87681751	CPNE3	mRNA
CNGB3	NM_019098.5	8	-1	87694425	87863851	CNGB3	mRNA
CNGB3	XM_054360722.1	8	-1	87694425	87814294	CNGB3	mRNA
CNGB3-AS1	XR_007079205.1	8	1	87883439	87904173	CNGB3-AS1	lnc_RNA
CNBD1	NM_173538.3	8	1	87987207	88506181	CNBD1	mRNA
CNBD1	XM_054359872.1	8	1	87987231	88551974	CNBD1	mRNA
CNBD1	XM_054359870.1	8	1	87987231	88376301	CNBD1	mRNA
CNBD1	XM_054359871.1	8	1	87987298	88410461	CNBD1	mRNA
LOC105375626	XR_007079206.1	8	1	88733092	88791763	LOC105375626	lnc_RNA
DCAF4L2	NM_152418.4	8	-1	88994111	88997374	DCAF4L2	mRNA
LOC105375628	XR_007079207.1	8	-1	89084357	89094384	LOC105375628	lnc_RNA
MMP16	NM_005941.5	8	-1	89155362	89450838	MMP16	mRNA
MMP16	XM_054360480.1	8	-1	89155362	89259996	MMP16	mRNA
LOC105375630	XR_007079209.1	8	1	89451053	90010793	LOC105375630	lnc_RNA
LOC105375630	XR_007079210.1	8	1	89451053	89843072	LOC105375630	lnc_RNA
LOC105375630	XR_007079211.1	8	1	89451053	89675560	LOC105375630	lnc_RNA
LOC105375629	XR_007079214.1	8	-1	89596179	89711396	LOC105375629	lnc_RNA
LOC105375629	XR_007079213.1	8	-1	89608632	89711396	LOC105375629	lnc_RNA
LOC105375629	XR_007079212.1	8	-1	89675655	89721817	LOC105375629	lnc_RNA
LOC105375631	XR_007079208.1	8	-1	90627734	90658622	LOC105375631	lnc_RNA
PARAIL	NR_125822.1	8	-1	90840572	90880871	PARAIL	lnc_RNA
RIPK2	NM_003821.6	8	1	90880976	90914226	RIPK2	mRNA
RIPK2	NM_001375360.1	8	1	90880976	90914226	RIPK2	mRNA
RIPK2	XM_054361439.1	8	1	90890169	90914226	RIPK2	mRNA
LOC124901974	XR_007079215.1	8	-1	91014074	91025616	LOC124901974	lnc_RNA
OSGIN2	NM_004337.2	8	1	91025051	91051049	OSGIN2	mRNA
OSGIN2	NM_001126111.3	8	1	91025753	91051069	OSGIN2	mRNA
OSGIN2	XM_054361178.1	8	1	91026392	91051069	OSGIN2	mRNA
OSGIN2	XM_054361179.1	8	1	91037977	91051069	OSGIN2	mRNA
NBN	NM_002485.5	8	-1	91056512	91107848	NBN	mRNA
NBN	NM_001024688.3	8	-1	91056512	91107848	NBN	mRNA
NBN	NM_001440379.1	8	-1	91056512	91107452	NBN	mRNA
NBN	NM_001440380.1	8	-1	91056512	91107452	NBN	mRNA
NBN	XM_054360510.1	8	-1	91056512	91104007	NBN	mRNA
NBN	XM_054360509.1	8	-1	91076833	91107848	NBN	mRNA
NBN	XM_054360511.1	8	-1	91081140	91107848	NBN	mRNA
DECR1	NM_001330575.2	8	1	91125148	91177304	DECR1	mRNA
DECR1	XM_054359866.1	8	1	91125148	91177304	DECR1	mRNA
DECR1	NM_001359.2	8	1	91125148	91177304	DECR1	mRNA
DECR1	XM_054359867.1	8	1	91125148	91177304	DECR1	mRNA
DECR1	XM_054359865.1	8	1	91129123	91177304	DECR1	mRNA
CALB1	NM_001366795.1	8	-1	91182279	91206531	CALB1	mRNA
CALB1	NM_004929.4	8	-1	91182279	91206531	CALB1	mRNA
LINC00534	NR_051989.1	8	1	91345066	91511532	LINC00534	lnc_RNA
LOC124901975	XR_007079216.1	8	-1	91418696	91685857	LOC124901975	lnc_RNA
LOC124901975	XR_007079217.1	8	-1	91563004	91685927	LOC124901975	lnc_RNA
LOC107986955	XR_007079218.1	8	-1	91627792	91630247	LOC107986955	lnc_RNA
LINC01030	NR_104062.1	8	-1	91716352	91730078	LINC01030	lnc_RNA
TMEM64	NM_001146273.1	8	-1	91746004	91769915	TMEM64	mRNA
TMEM64	NM_001008495.4	8	-1	91746009	91770093	TMEM64	mRNA
LOC124906712	NR_185471.1	8	1	91770451	91775767	LOC124906712	lnc_RNA
LOC105375633	XR_007079227.1	8	-1	91815254	91916994	LOC105375633	lnc_RNA
NECAB1	NM_022351.5	8	1	91916601	92084316	NECAB1	mRNA
NECAB1	XM_054360981.1	8	1	91916601	92084316	NECAB1	mRNA
LOC105375635	NR_188048.1	8	-1	91931304	91984144	LOC105375635	lnc_RNA
LOC105375634	XR_007079226.1	8	-1	91949588	92076040	LOC105375634	lnc_RNA
LOC105375634	XR_007079224.1	8	-1	92006544	92078913	LOC105375634	lnc_RNA
LOC105375634	XR_007079219.1	8	-1	92006544	92076040	LOC105375634	lnc_RNA
LOC105375634	XR_007079223.1	8	-1	92006544	92065714	LOC105375634	lnc_RNA
LOC105375634	XR_007079221.1	8	-1	92006544	92056605	LOC105375634	lnc_RNA
LOC105375634	XR_007079222.1	8	-1	92006544	92031694	LOC105375634	lnc_RNA
LOC105375634	XR_007079220.1	8	-1	92006544	92026855	LOC105375634	lnc_RNA
LOC105375634	XR_007079225.1	8	-1	92006544	92020040	LOC105375634	lnc_RNA
C8orf88	NM_001363275.2	8	-1	92083394	92110315	C8orf88	mRNA
C8orf88	NM_001190972.2	8	-1	92083394	92110160	C8orf88	mRNA
PIP4P2	NM_018710.3	8	-1	92118724	92165782	PIP4P2	mRNA
OTUD6B-AS1	NR_110438.1	8	-1	92184831	92195114	OTUD6B-AS1	lnc_RNA
OTUD6B-AS1	NR_110439.1	8	-1	92192836	92195114	OTUD6B-AS1	lnc_RNA
OTUD6B	NM_001286745.3	8	1	92195269	92212018	OTUD6B	mRNA
OTUD6B	NM_016023.5	8	1	92195269	92212018	OTUD6B	mRNA
OTUD6B	NM_001416022.1	8	1	92195269	92212018	OTUD6B	mRNA
OTUD6B	XM_054360647.1	8	1	92195269	92201657	OTUD6B	mRNA
OTUD6B	XM_054360646.1	8	1	92196125	92212018	OTUD6B	mRNA
LRRC69	NR_148895.2	8	1	92227544	92344194	LRRC69	transcript
LRRC69	NM_001129890.2	8	1	92227544	92344194	LRRC69	mRNA
LRRC69	NM_001354470.2	8	1	92227544	92344194	LRRC69	mRNA
MIR4661	NR_039805.1	8	1	92330422	92330496	MIR4661	primary_transcript
MIR4661	unassigned_transcript_1580	8	1	92330431	92330452	MIR4661	miRNA
MIR4661	unassigned_transcript_1581	8	1	92330468	92330489	MIR4661	miRNA
SLC26A7	NM_001282356.2	8	1	92334433	92523083	SLC26A7	mRNA
SLC26A7	NM_001282357.2	8	1	92334433	92523083	SLC26A7	mRNA
SLC26A7	NM_052832.4	8	1	92374252	92523083	SLC26A7	mRNA
SLC26A7	NM_134266.2	8	1	92374252	92519646	SLC26A7	mRNA
LOC105375637	XR_007079229.1	8	1	92385338	92388882	LOC105375637	lnc_RNA
LOC124902088	XR_007079554.1	8	-1	92588981	92589085	LOC124902088	snoRNA
RUNX1T1	XM_054361413.1	8	-1	93080060	93228496	RUNX1T1	mRNA
RUNX1T1	XM_054361416.1	8	-1	93080060	93224799	RUNX1T1	mRNA
RUNX1T1	XM_054361414.1	8	-1	93080060	93220744	RUNX1T1	mRNA
RUNX1T1	XM_054361415.1	8	-1	93080060	93201091	RUNX1T1	mRNA
RUNX1T1	NM_175636.2	8	-1	93080060	93142791	RUNX1T1	mRNA
RUNX1T1	XM_054361421.1	8	-1	93080060	93121331	RUNX1T1	mRNA
RUNX1T1	XM_054361422.1	8	-1	93080060	93121330	RUNX1T1	mRNA
RUNX1T1	XM_054361420.1	8	-1	93080060	93118840	RUNX1T1	mRNA
RUNX1T1	NM_001198633.2	8	-1	93080065	93228496	RUNX1T1	mRNA
RUNX1T1	NM_175634.3	8	-1	93080065	93228496	RUNX1T1	mRNA
RUNX1T1	NM_001395209.1	8	-1	93080065	93228496	RUNX1T1	mRNA
RUNX1T1	NM_001198628.2	8	-1	93080065	93224799	RUNX1T1	mRNA
RUNX1T1	NM_001198679.3	8	-1	93080065	93220744	RUNX1T1	mRNA
RUNX1T1	NM_001198634.2	8	-1	93080065	93220589	RUNX1T1	mRNA
RUNX1T1	NM_001198631.2	8	-1	93080065	93220589	RUNX1T1	mRNA
RUNX1T1	NM_001198626.2	8	-1	93080065	93220589	RUNX1T1	mRNA
RUNX1T1	NM_001198627.2	8	-1	93080065	93220589	RUNX1T1	mRNA
RUNX1T1	NM_001198625.2	8	-1	93080065	93220589	RUNX1T1	mRNA
RUNX1T1	NM_175635.3	8	-1	93080065	93220341	RUNX1T1	mRNA
RUNX1T1	NM_001198632.2	8	-1	93080065	93220341	RUNX1T1	mRNA
RUNX1T1	NM_001198629.2	8	-1	93080065	93220341	RUNX1T1	mRNA
RUNX1T1	NM_001198630.2	8	-1	93080065	93220341	RUNX1T1	mRNA
RUNX1T1	NM_004349.4	8	-1	93080065	93187745	RUNX1T1	mRNA
RUNX1T1	XR_008487887.1	8	-1	93101012	93220744	RUNX1T1	transcript
RUNX1T1	XM_054361418.1	8	-1	93101012	93228496	RUNX1T1	mRNA
RUNX1T1	XM_054361417.1	8	-1	93101012	93220744	RUNX1T1	mRNA
RUNX1T1	XM_054361419.1	8	-1	93101012	93187820	RUNX1T1	mRNA
LOC105375638	NR_188051.1	8	-1	93527783	93538325	LOC105375638	lnc_RNA
LOC105375638	NR_188050.1	8	-1	93527783	93538325	LOC105375638	lnc_RNA
LOC124901977	XR_007079232.1	8	-1	93569374	93580591	LOC124901977	lnc_RNA
LOC105375639	XR_007079231.1	8	-1	93584999	93634687	LOC105375639	lnc_RNA
LOC102724710	NR_125827.1	8	-1	93690320	93780409	LOC102724710	lnc_RNA
LOC101926956	NR_188017.1	8	1	93793783	93808364	LOC101926956	lnc_RNA
LOC101926956	NR_188020.1	8	1	93793783	93808364	LOC101926956	lnc_RNA
LOC101926956	NR_188018.1	8	1	93793783	93808364	LOC101926956	lnc_RNA
LOC101926956	NR_188019.1	8	1	93793783	93808364	LOC101926956	lnc_RNA
FLJ46284	NR_046114.1	8	-1	93837876	93910971	FLJ46284	lnc_RNA
LOC124901978	XR_007079237.1	8	-1	93975221	93999831	LOC124901978	lnc_RNA
TRIQK	NM_001438083.1	8	-1	94008453	94091047	TRIQK	mRNA
TRIQK	NM_001171799.2	8	-1	94008453	94091047	TRIQK	mRNA
TRIQK	NM_001171798.2	8	-1	94008453	94091047	TRIQK	mRNA
TRIQK	NM_001171795.2	8	-1	94008453	94091047	TRIQK	mRNA
TRIQK	NM_001171797.2	8	-1	94008453	94091047	TRIQK	mRNA
TRIQK	NM_001171796.2	8	-1	94008453	94091047	TRIQK	mRNA
TRIQK	XM_054360327.1	8	-1	94008453	94091047	TRIQK	mRNA
TRIQK	XM_054360328.1	8	-1	94008453	94091047	TRIQK	mRNA
TRIQK	XM_054360330.1	8	-1	94008453	94091047	TRIQK	mRNA
TRIQK	XM_054360329.1	8	-1	94008453	94091047	TRIQK	mRNA
TRIQK	XM_054360332.1	8	-1	94008453	94091047	TRIQK	mRNA
TRIQK	NM_001191035.2	8	-1	94008453	94091047	TRIQK	mRNA
TRIQK	NM_001191036.2	8	-1	94008453	94090492	TRIQK	mRNA
LOC124906785	XR_007079236.1	8	-1	94109472	94142609	LOC124906785	lnc_RNA
MIR8084	NR_107051.1	8	1	94154634	94154722	MIR8084	primary_transcript
MIR8084	unassigned_transcript_1582	8	1	94154644	94154666	MIR8084	miRNA
LINC02906	NR_161372.1	8	-1	94258904	94291653	LINC02906	lnc_RNA
LOC105375644	XR_007079239.1	8	1	94281789	94299137	LOC105375644	lnc_RNA
LOC105375644	XR_007079238.1	8	1	94281789	94292234	LOC105375644	lnc_RNA
LOC105375644	XR_007079240.1	8	1	94281789	94292234	LOC105375644	lnc_RNA
LOC105375643	XR_007079246.1	8	1	94350709	94391204	LOC105375643	lnc_RNA
LOC107986956	XR_007079241.1	8	-1	94375023	94465035	LOC107986956	lnc_RNA
LOC107986956	XR_007079242.1	8	-1	94417316	94465035	LOC107986956	lnc_RNA
LOC105375642	XR_007079244.1	8	1	94452918	94467658	LOC105375642	lnc_RNA
LOC105375642	XR_007079243.1	8	1	94452918	94467658	LOC105375642	lnc_RNA
CIBAR1-DT	NR_033858.1	8	-1	94471244	94825501	CIBAR1-DT	lnc_RNA
LOC124906786	XR_007079247.1	8	-1	94551613	94556611	LOC124906786	lnc_RNA
LOC105375641	XR_007079245.1	8	1	94620653	94628381	LOC105375641	lnc_RNA
CIBAR1	NR_156452.2	8	1	94825618	94856535	CIBAR1	transcript
CIBAR1	NR_156451.2	8	1	94825618	94856535	CIBAR1	transcript
CIBAR1	NR_156453.2	8	1	94825618	94856535	CIBAR1	transcript
CIBAR1	NR_104268.2	8	1	94825618	94856535	CIBAR1	transcript
CIBAR1	NR_104267.2	8	1	94825618	94856535	CIBAR1	transcript
CIBAR1	XR_008487801.1	8	1	94825618	94832253	CIBAR1	transcript
CIBAR1	NM_145269.5	8	1	94825618	94856535	CIBAR1	mRNA
CIBAR1	NM_001283034.2	8	1	94825618	94856535	CIBAR1	mRNA
CIBAR1	XM_054359744.1	8	1	94825618	94831103	CIBAR1	mRNA
CIBAR1	XM_054359746.1	8	1	94825618	94831103	CIBAR1	mRNA
CIBAR1	XM_054359745.1	8	1	94825741	94826470	CIBAR1	mRNA
RBM12B	XM_054360468.1	8	-1	94853161	94866033	RBM12B	mRNA
RBM12B	XM_054360469.1	8	-1	94853161	94866011	RBM12B	mRNA
RBM12B	NM_203390.4	8	-1	94853161	94866011	RBM12B	mRNA
RBM12B	NM_001377962.1	8	-1	94853161	94866011	RBM12B	mRNA
RBM12B	NM_001377960.1	8	-1	94853161	94866011	RBM12B	mRNA
RBM12B	NM_001377961.1	8	-1	94853161	94866011	RBM12B	mRNA
RBM12B	XM_054360464.1	8	-1	94853161	94866011	RBM12B	mRNA
RBM12B	XM_054360463.1	8	-1	94853161	94866000	RBM12B	mRNA
RBM12B	NM_001377964.1	8	-1	94853161	94865772	RBM12B	mRNA
RBM12B	NM_001377963.1	8	-1	94853161	94865772	RBM12B	mRNA
RBM12B	XM_054360467.1	8	-1	94857781	94866011	RBM12B	mRNA
RBM12B	XM_054360465.1	8	-1	94857781	94866011	RBM12B	mRNA
RBM12B	XM_054360462.1	8	-1	94857781	94866011	RBM12B	mRNA
RBM12B	XM_054360466.1	8	-1	94857781	94865795	RBM12B	mRNA
RBM12B-AS1	NR_027259.1	8	1	94865113	94865821	RBM12B-AS1	lnc_RNA
RBM12B-DT	NR_183449.1	8	1	94866085	94869536	RBM12B-DT	lnc_RNA
RBM12B-DT	NR_183450.1	8	1	94866085	94869536	RBM12B-DT	lnc_RNA
TMEM67	NM_001142301.1	8	1	94879829	94943147	TMEM67	mRNA
TMEM67	XR_008487891.1	8	1	94879879	94957683	TMEM67	transcript
TMEM67	XR_008487892.1	8	1	94879879	94951129	TMEM67	transcript
TMEM67	XR_008487893.1	8	1	94879879	94951122	TMEM67	transcript
TMEM67	XR_008487890.1	8	1	94879879	94951122	TMEM67	transcript
TMEM67	NR_024522.2	8	1	94879879	94944266	TMEM67	transcript
TMEM67	XR_008487889.1	8	1	94879879	94943147	TMEM67	transcript
TMEM67	XR_008487894.1	8	1	94879879	94940405	TMEM67	transcript
TMEM67	NM_153704.6	8	1	94879879	94943149	TMEM67	mRNA
TMEM67	XM_054361487.1	8	1	94879879	94943149	TMEM67	mRNA
TMEM67	XM_054361485.1	8	1	94879879	94943149	TMEM67	mRNA
TMEM67	XM_054361488.1	8	1	94879879	94943149	TMEM67	mRNA
TMEM67	XM_054361486.1	8	1	94883534	94943149	TMEM67	mRNA
MIR378D2HG	NR_170280.1	8	-1	95040819	95041729	MIR378D2HG	lnc_RNA
MIR378D2	NR_039602.1	8	-1	95041107	95041204	MIR378D2	primary_transcript
MIR378D2	unassigned_transcript_1583	8	-1	95041164	95041183	MIR378D2	miRNA
PDP1	NM_001161779.2	8	1	95042005	95051150	PDP1	mRNA
PDP1	NM_001161781.2	8	1	95042005	95051150	PDP1	mRNA
PDP1	XM_054360721.1	8	1	95042005	95051150	PDP1	mRNA
PDP1	XM_054360718.1	8	1	95042005	95051150	PDP1	mRNA
PDP1	XM_054360719.1	8	1	95042005	95051150	PDP1	mRNA
PDP1	NM_001161780.2	8	1	95042005	95051150	PDP1	mRNA
PDP1	XM_054360720.1	8	1	95042005	95051150	PDP1	mRNA
PDP1	NM_018444.4	8	1	95042005	95051150	PDP1	mRNA
PDP1	XM_054360717.1	8	1	95042642	95051150	PDP1	mRNA
CDH17	NR_182224.1	8	-1	95252073	95333408	CDH17	transcript
CDH17	NM_001144663.2	8	-1	95252073	95342140	CDH17	mRNA
CDH17	NM_001413954.1	8	-1	95252073	95333408	CDH17	mRNA
CDH17	NM_001413961.1	8	-1	95252073	95333408	CDH17	mRNA
CDH17	NM_001413957.1	8	-1	95252073	95333408	CDH17	mRNA
CDH17	NM_001413960.1	8	-1	95252073	95333408	CDH17	mRNA
CDH17	NM_001413956.1	8	-1	95252073	95333408	CDH17	mRNA
CDH17	NM_001413959.1	8	-1	95252073	95333408	CDH17	mRNA
CDH17	NM_001413958.1	8	-1	95252073	95333408	CDH17	mRNA
CDH17	NM_001413955.1	8	-1	95252073	95333408	CDH17	mRNA
CDH17	NM_004063.4	8	-1	95252073	95333408	CDH17	mRNA
CDH17	NM_001413951.1	8	-1	95252073	95333408	CDH17	mRNA
CDH17	NM_001413953.1	8	-1	95252073	95333408	CDH17	mRNA
CDH17	NM_001413952.1	8	-1	95252073	95333408	CDH17	mRNA
LOC105375647	XR_007079250.1	8	1	95268683	95293017	LOC105375647	lnc_RNA
LOC105375648	XR_007079251.1	8	-1	95349552	95352949	LOC105375648	lnc_RNA
GEM	XM_054360279.1	8	-1	95374122	95387192	GEM	mRNA
GEM	XM_054360278.1	8	-1	95374122	95387192	GEM	mRNA
GEM	NM_181702.3	8	-1	95374126	95387192	GEM	mRNA
GEM	NM_005261.4	8	-1	95374126	95387192	GEM	mRNA
LOC107986896	XR_007079252.1	8	-1	95431280	95436782	LOC107986896	lnc_RNA
RAD54B	NM_012415.3	8	-1	95496851	95599948	RAD54B	mRNA
RAD54B	NM_001205263.2	8	-1	95496851	95561784	RAD54B	mRNA
RAD54B	NM_001205262.3	8	-1	95552557	95599948	RAD54B	mRNA
FSBP	NM_001256141.2	8	-1	95552557	95561784	FSBP	mRNA
VIRMA	NM_015496.5	8	-1	95612521	95678291	VIRMA	mRNA
VIRMA	XM_054360260.1	8	-1	95612521	95678291	VIRMA	mRNA
VIRMA	XM_054360261.1	8	-1	95612521	95661968	VIRMA	mRNA
VIRMA	NM_183009.3	8	-1	95635804	95678291	VIRMA	mRNA
VIRMA-DT	NR_183270.1	8	1	95678535	95695467	VIRMA-DT	lnc_RNA
VIRMA-DT	NR_183268.1	8	1	95678535	95695467	VIRMA-DT	lnc_RNA
VIRMA-DT	NR_183267.1	8	1	95678535	95695467	VIRMA-DT	lnc_RNA
VIRMA-DT	NR_183269.1	8	1	95678535	95695467	VIRMA-DT	lnc_RNA
VIRMA-DT	NR_183266.1	8	1	95678535	95695467	VIRMA-DT	lnc_RNA
VIRMA-DT	NR_183271.1	8	1	95678535	95695467	VIRMA-DT	lnc_RNA
LINC02894	NR_034034.1	8	-1	95762229	95764403	LINC02894	lnc_RNA
ESRP1	NM_017697.4	8	1	95766111	95832462	ESRP1	mRNA
ESRP1	XM_054360730.1	8	1	95766111	95832462	ESRP1	mRNA
ESRP1	NM_001122825.2	8	1	95766111	95832462	ESRP1	mRNA
ESRP1	NM_001034915.3	8	1	95766111	95832462	ESRP1	mRNA
ESRP1	NM_001122826.2	8	1	95766111	95832462	ESRP1	mRNA
ESRP1	NM_001122827.2	8	1	95766111	95832462	ESRP1	mRNA
ESRP1	XM_054360731.1	8	1	95766111	95821972	ESRP1	mRNA
DPY19L4	XM_054360333.1	8	1	95844880	95918818	DPY19L4	mRNA
DPY19L4	XM_054360334.1	8	1	95844880	95918818	DPY19L4	mRNA
DPY19L4	NM_181787.3	8	1	95844895	95918818	DPY19L4	mRNA
DPY19L4	XM_054360335.1	8	1	95844895	95918818	DPY19L4	mRNA
DPY19L4	XM_054360337.1	8	1	95844895	95918818	DPY19L4	mRNA
DPY19L4	XM_054360336.1	8	1	95844895	95918818	DPY19L4	mRNA
DPY19L4	XM_054360338.1	8	1	95844895	95918818	DPY19L4	mRNA
DPY19L4	XM_054360339.1	8	1	95844895	95918818	DPY19L4	mRNA
DPY19L4	XM_054360340.1	8	1	95851353	95918818	DPY19L4	mRNA
DPY19L4	XM_054360341.1	8	1	95859642	95918818	DPY19L4	mRNA
DPY19L4	XM_054360342.1	8	1	95881062	95918818	DPY19L4	mRNA
INTS8	NR_073444.2	8	1	95948260	96006732	INTS8	transcript
INTS8	NR_073445.2	8	1	95948260	96006732	INTS8	transcript
INTS8	NM_017864.4	8	1	95948260	96006732	INTS8	mRNA
INTS8	XM_054360786.1	8	1	95961581	96006732	INTS8	mRNA
